,Date,Time,Temp C,,Site6-30
1,5/16/17,13:01:00,27.5,,
2,5/16/17,14:01:00,30.5,,
3,5/16/17,15:01:00,25.5,,
4,5/16/17,16:01:00,11,,
5,5/16/17,17:01:00,11,,
6,5/16/17,18:01:00,11.5,,
7,5/16/17,19:01:00,11.5,,
8,5/16/17,20:01:00,11.5,,
9,5/16/17,21:01:00,12,,
10,5/16/17,22:01:00,12,,
11,5/16/17,23:01:00,12,,
12,5/17/17,0:01:00,12,,
13,5/17/17,1:01:00,12,,
14,5/17/17,2:01:00,11.5,,
15,5/17/17,3:01:00,11.5,,
16,5/17/17,4:01:00,11.5,,
17,5/17/17,5:01:00,11.5,,
18,5/17/17,6:01:00,11.5,,
19,5/17/17,7:01:00,11.5,,
20,5/17/17,8:01:00,11.5,,
21,5/17/17,9:01:00,11.5,,
22,5/17/17,10:01:00,11.5,,
23,5/17/17,11:01:00,11.5,,
24,5/17/17,12:01:00,11.5,,
25,5/17/17,13:01:00,11.5,,
26,5/17/17,14:01:00,11.5,,
27,5/17/17,15:01:00,12,,
28,5/17/17,16:01:00,12,,
29,5/17/17,17:01:00,12.5,,
30,5/17/17,18:01:00,12.5,,
31,5/17/17,19:01:00,13,,
32,5/17/17,20:01:00,13,,
33,5/17/17,21:01:00,13,,
34,5/17/17,22:01:00,13,,
35,5/17/17,23:01:00,13,,
36,5/18/17,0:01:00,13,,
37,5/18/17,1:01:00,13,,
38,5/18/17,2:01:00,13,,
39,5/18/17,3:01:00,13,,
40,5/18/17,4:01:00,13,,
41,5/18/17,5:01:00,13,,
42,5/18/17,6:01:00,13,,
43,5/18/17,7:01:00,13,,
44,5/18/17,8:01:00,12.5,,
45,5/18/17,9:01:00,12.5,,
46,5/18/17,10:01:00,12.5,,
47,5/18/17,11:01:00,12.5,,
48,5/18/17,12:01:00,12.5,,
49,5/18/17,13:01:00,12.5,,
50,5/18/17,14:01:00,13,,
51,5/18/17,15:01:00,13,,
52,5/18/17,16:01:00,13,,
53,5/18/17,17:01:00,13.5,,
54,5/18/17,18:01:00,13.5,,
55,5/18/17,19:01:00,13.5,,
56,5/18/17,20:01:00,13.5,,
57,5/18/17,21:01:00,14,,
58,5/18/17,22:01:00,14,,
59,5/18/17,23:01:00,14,,
60,5/19/17,0:01:00,14,,
61,5/19/17,1:01:00,14,,
62,5/19/17,2:01:00,14,,
63,5/19/17,3:01:00,14,,
64,5/19/17,4:01:00,13.5,,
65,5/19/17,5:01:00,13.5,,
66,5/19/17,6:01:00,13.5,,
67,5/19/17,7:01:00,13.5,,
68,5/19/17,8:01:00,13.5,,
69,5/19/17,9:01:00,13.5,,
70,5/19/17,10:01:00,13.5,,
71,5/19/17,11:01:00,13.5,,
72,5/19/17,12:01:00,13.5,,
73,5/19/17,13:01:00,13.5,,
74,5/19/17,14:01:00,13.5,,
75,5/19/17,15:01:00,14,,
76,5/19/17,16:01:00,14,,
77,5/19/17,17:01:00,14,,
78,5/19/17,18:01:00,14,,
79,5/19/17,19:01:00,14.5,,
80,5/19/17,20:01:00,14.5,,
81,5/19/17,21:01:00,14.5,,
