date_time,date,time,temp_C,,,
5/16/17 13:01,5/16/17,13:01,27.5,,,
5/16/17 14:01,5/16/17,14:01,29.5,,,
5/16/17 15:01,5/16/17,15:01,26.5,,,
5/16/17 16:01,5/16/17,16:01,24.5,,,
5/16/17 17:01,5/16/17,17:01,25,,,
5/16/17 18:01,5/16/17,18:01,24,,,
5/16/17 19:01,5/16/17,19:01,21.5,,,
5/16/17 20:01,5/16/17,20:01,19.5,,,
5/16/17 21:01,5/16/17,21:01,16.5,,,
5/16/17 22:01,5/16/17,22:01,14,,,
5/16/17 23:01,5/16/17,23:01,12.5,,,
5/17/17 0:01,5/17/17,0:01,11.5,,,
5/17/17 1:01,5/17/17,1:01,10.5,,,
5/17/17 2:01,5/17/17,2:01,9.5,,,
5/17/17 3:01,5/17/17,3:01,9.5,,,
5/17/17 4:01,5/17/17,4:01,9.5,,,
5/17/17 5:01,5/17/17,5:01,10.5,,,
5/17/17 6:01,5/17/17,6:01,12,,,
5/17/17 7:01,5/17/17,7:01,14.5,,,
5/17/17 8:01,5/17/17,8:01,17,,,
5/17/17 9:01,5/17/17,9:01,20,,,
5/17/17 10:01,5/17/17,10:01,23,,,
5/17/17 11:01,5/17/17,11:01,25,,,
5/17/17 12:01,5/17/17,12:01,27.5,,,
5/17/17 13:01,5/17/17,13:01,31,,,
5/17/17 14:01,5/17/17,14:01,29.5,,,
5/17/17 15:01,5/17/17,15:01,29.5,,,
5/17/17 16:01,5/17/17,16:01,28.5,,,
5/17/17 17:01,5/17/17,17:01,28.5,,,
5/17/17 18:01,5/17/17,18:01,27,,,
5/17/17 19:01,5/17/17,19:01,24,,,
5/17/17 20:01,5/17/17,20:01,21.5,,,
5/17/17 21:01,5/17/17,21:01,19.5,,,
5/17/17 22:01,5/17/17,22:01,18,,,
5/17/17 23:01,5/17/17,23:01,16.5,,,
5/18/17 0:01,5/18/17,0:01,15.5,,,
5/18/17 1:01,5/18/17,1:01,14,,,
5/18/17 2:01,5/18/17,2:01,13.5,,,
5/18/17 3:01,5/18/17,3:01,12.5,,,
5/18/17 4:01,5/18/17,4:01,12,,,
5/18/17 5:01,5/18/17,5:01,12,,,
5/18/17 6:01,5/18/17,6:01,12,,,
5/18/17 7:01,5/18/17,7:01,12.5,,,
5/18/17 8:01,5/18/17,8:01,15.5,,,
5/18/17 9:01,5/18/17,9:01,20.5,,,
5/18/17 10:01,5/18/17,10:01,23.5,,,
5/18/17 11:01,5/18/17,11:01,23.5,,,
5/18/17 12:01,5/18/17,12:01,25.5,,,
5/18/17 13:01,5/18/17,13:01,29.5,,,
5/18/17 14:01,5/18/17,14:01,28.5,,,
5/18/17 15:01,5/18/17,15:01,27.5,,,
5/18/17 16:01,5/18/17,16:01,27,,,
5/18/17 17:01,5/18/17,17:01,27,,,
5/18/17 18:01,5/18/17,18:01,25.5,,,
5/18/17 19:01,5/18/17,19:01,24,,,
5/18/17 20:01,5/18/17,20:01,22.5,,,
5/18/17 21:01,5/18/17,21:01,20.5,,,
5/18/17 22:01,5/18/17,22:01,19,,,
5/18/17 23:01,5/18/17,23:01,17.5,,,
5/19/17 0:01,5/19/17,0:01,17.5,,,
5/19/17 1:01,5/19/17,1:01,18,,,
5/19/17 2:01,5/19/17,2:01,17.5,,,
5/19/17 3:01,5/19/17,3:01,17.5,,,
5/19/17 4:01,5/19/17,4:01,17,,,
5/19/17 5:01,5/19/17,5:01,17,,,
5/19/17 6:01,5/19/17,6:01,17,,,
5/19/17 7:01,5/19/17,7:01,17,,,
5/19/17 8:01,5/19/17,8:01,18.5,,,
5/19/17 9:01,5/19/17,9:01,19.5,,,
5/19/17 10:01,5/19/17,10:01,22,,,
5/19/17 11:01,5/19/17,11:01,22,,,
5/19/17 12:01,5/19/17,12:01,24.5,,,
5/19/17 13:01,5/19/17,13:01,25.5,,,
5/19/17 14:01,5/19/17,14:01,28,,,
5/19/17 15:01,5/19/17,15:01,25.5,,,
5/19/17 16:01,5/19/17,16:01,26,,,
5/19/17 17:01,5/19/17,17:01,23.5,,,
5/19/17 18:01,5/19/17,18:01,21,,,
5/19/17 19:01,5/19/17,19:01,21,,,
5/19/17 20:01,5/19/17,20:01,19,,,
5/19/17 21:01,5/19/17,21:01,17.5,,,
5/19/17 22:01,5/19/17,22:01,16.5,,,
5/19/17 23:01,5/19/17,23:01,16,,,
5/20/17 0:01,5/20/17,0:01,15.5,,,
5/20/17 1:01,5/20/17,1:01,15,,,
5/20/17 2:01,5/20/17,2:01,15.5,,,
5/20/17 3:01,5/20/17,3:01,14.5,,,
5/20/17 4:01,5/20/17,4:01,14.5,,,
5/20/17 5:01,5/20/17,5:01,14.5,,,
5/20/17 6:01,5/20/17,6:01,15,,,
5/20/17 7:01,5/20/17,7:01,15,,,
5/20/17 8:01,5/20/17,8:01,16,,,
5/20/17 9:01,5/20/17,9:01,17,,,
5/20/17 10:01,5/20/17,10:01,15.5,,,
5/20/17 11:01,5/20/17,11:01,14.5,,,
5/20/17 12:01,5/20/17,12:01,15,,,
5/20/17 13:01,5/20/17,13:01,16,,,
5/20/17 14:01,5/20/17,14:01,19.5,,,
5/20/17 15:01,5/20/17,15:01,19,,,
5/20/17 16:01,5/20/17,16:01,17.5,,,
5/20/17 17:01,5/20/17,17:01,16,,,
5/20/17 18:01,5/20/17,18:01,14.5,,,
5/20/17 19:01,5/20/17,19:01,13.5,,,
5/20/17 20:01,5/20/17,20:01,12.5,,,
5/20/17 21:01,5/20/17,21:01,11.5,,,
5/20/17 22:01,5/20/17,22:01,11.5,,,
5/20/17 23:01,5/20/17,23:01,11,,,
5/21/17 0:01,5/21/17,0:01,11,,,
5/21/17 1:01,5/21/17,1:01,11,,,
5/21/17 2:01,5/21/17,2:01,11,,,
5/21/17 3:01,5/21/17,3:01,11,,,
5/21/17 4:01,5/21/17,4:01,10.5,,,
5/21/17 5:01,5/21/17,5:01,10.5,,,
5/21/17 6:01,5/21/17,6:01,10.5,,,
5/21/17 7:01,5/21/17,7:01,10.5,,,
5/21/17 8:01,5/21/17,8:01,10.5,,,
5/21/17 9:01,5/21/17,9:01,11,,,
5/21/17 10:01,5/21/17,10:01,11,,,
5/21/17 11:01,5/21/17,11:01,11,,,
5/21/17 12:01,5/21/17,12:01,12,,,
5/21/17 13:01,5/21/17,13:01,12.5,,,
5/21/17 14:01,5/21/17,14:01,13,,,
5/21/17 15:01,5/21/17,15:01,13.5,,,
5/21/17 16:01,5/21/17,16:01,14,,,
5/21/17 17:01,5/21/17,17:01,13.5,,,
