,Date,Time,Temp C,,Site6-40
1,5/16/17,13:01:00,29.5,,
2,5/16/17,14:01:00,29.5,,
3,5/16/17,15:01:00,25,,
4,5/16/17,16:01:00,10,,
5,5/16/17,17:01:00,10,,
6,5/16/17,18:01:00,10,,
7,5/16/17,19:01:00,10,,
8,5/16/17,20:01:00,10,,
9,5/16/17,21:01:00,10,,
10,5/16/17,22:01:00,10.5,,
11,5/16/17,23:01:00,10.5,,
12,5/17/17,0:01:00,10.5,,
13,5/17/17,1:01:00,10.5,,
14,5/17/17,2:01:00,10.5,,
15,5/17/17,3:01:00,10.5,,
16,5/17/17,4:01:00,10.5,,
17,5/17/17,5:01:00,10.5,,
18,5/17/17,6:01:00,10.5,,
19,5/17/17,7:01:00,10.5,,
20,5/17/17,8:01:00,10.5,,
21,5/17/17,9:01:00,10.5,,
22,5/17/17,10:01:00,10.5,,
23,5/17/17,11:01:00,10.5,,
24,5/17/17,12:01:00,10.5,,
25,5/17/17,13:01:00,10.5,,
26,5/17/17,14:01:00,10.5,,
27,5/17/17,15:01:00,10.5,,
28,5/17/17,16:01:00,10.5,,
29,5/17/17,17:01:00,11,,
30,5/17/17,18:01:00,11,,
31,5/17/17,19:01:00,11,,
32,5/17/17,20:01:00,11,,
33,5/17/17,21:01:00,11,,
34,5/17/17,22:01:00,11.5,,
35,5/17/17,23:01:00,11.5,,
36,5/18/17,0:01:00,11.5,,
37,5/18/17,1:01:00,11.5,,
38,5/18/17,2:01:00,11.5,,
39,5/18/17,3:01:00,11.5,,
40,5/18/17,4:01:00,11.5,,
41,5/18/17,5:01:00,11.5,,
42,5/18/17,6:01:00,11.5,,
43,5/18/17,7:01:00,11.5,,
44,5/18/17,8:01:00,11.5,,
45,5/18/17,9:01:00,11.5,,
46,5/18/17,10:01:00,11.5,,
47,5/18/17,11:01:00,11.5,,
48,5/18/17,12:01:00,11.5,,
49,5/18/17,13:01:00,11.5,,
50,5/18/17,14:01:00,11.5,,
51,5/18/17,15:01:00,11.5,,
52,5/18/17,16:01:00,11.5,,
53,5/18/17,17:01:00,11.5,,
54,5/18/17,18:01:00,12,,
55,5/18/17,19:01:00,12,,
56,5/18/17,20:01:00,12,,
57,5/18/17,21:01:00,12,,
58,5/18/17,22:01:00,12,,
59,5/18/17,23:01:00,12,,
60,5/19/17,0:01:00,12.5,,
61,5/19/17,1:01:00,12.5,,
62,5/19/17,2:01:00,12.5,,
63,5/19/17,3:01:00,12.5,,
64,5/19/17,4:01:00,12.5,,
65,5/19/17,5:01:00,12.5,,
66,5/19/17,6:01:00,12.5,,
67,5/19/17,7:01:00,12.5,,
68,5/19/17,8:01:00,12.5,,
69,5/19/17,9:01:00,12.5,,
70,5/19/17,10:01:00,12.5,,
71,5/19/17,11:01:00,12.5,,
72,5/19/17,12:01:00,12.5,,
73,5/19/17,13:01:00,12.5,,
74,5/19/17,14:01:00,12.5,,
75,5/19/17,15:01:00,12.5,,
76,5/19/17,16:01:00,12.5,,
77,5/19/17,17:01:00,12.5,,
78,5/19/17,18:01:00,12.5,,
79,5/19/17,19:01:00,12.5,,
80,5/19/17,20:01:00,12.5,,
81,5/19/17,21:01:00,13,,
82,5/19/17,22:01:00,13,,
83,5/19/17,23:01:00,13,,
84,5/20/17,0:01:00,13,,
85,5/20/17,1:01:00,13,,
86,5/20/17,2:01:00,13,,
87,5/20/17,3:01:00,13,,
88,5/20/17,4:01:00,13,,
89,5/20/17,5:01:00,13,,
90,5/20/17,6:01:00,13,,
91,5/20/17,7:01:00,13,,
92,5/20/17,8:01:00,13,,
93,5/20/17,9:01:00,13,,
94,5/20/17,10:01:00,13,,
95,5/20/17,11:01:00,13,,
96,5/20/17,12:01:00,13,,
97,5/20/17,13:01:00,13,,
98,5/20/17,14:01:00,13,,
99,5/20/17,15:01:00,13,,
100,5/20/17,16:01:00,13,,
101,5/20/17,17:01:00,13,,
102,5/20/17,18:01:00,13,,
103,5/20/17,19:01:00,13,,
104,5/20/17,20:01:00,13,,
105,5/20/17,21:01:00,13,,
106,5/20/17,22:01:00,13,,
107,5/20/17,23:01:00,13,,
108,5/21/17,0:01:00,13,,
109,5/21/17,1:01:00,13,,
110,5/21/17,2:01:00,13,,
111,5/21/17,3:01:00,13,,
112,5/21/17,4:01:00,12.5,,
113,5/21/17,5:01:00,12.5,,
114,5/21/17,6:01:00,12.5,,
115,5/21/17,7:01:00,12.5,,
116,5/21/17,8:01:00,12.5,,
117,5/21/17,9:01:00,12.5,,
118,5/21/17,10:01:00,12.5,,
119,5/21/17,11:01:00,12.5,,
120,5/21/17,12:01:00,12.5,,
121,5/21/17,13:01:00,12.5,,
122,5/21/17,14:01:00,12.5,,
123,5/21/17,15:01:00,12.5,,
124,5/21/17,16:01:00,12.5,,
125,5/21/17,17:01:00,12.5,,
126,5/21/17,18:01:00,12.5,,
127,5/21/17,19:01:00,12.5,,
128,5/21/17,20:01:00,12.5,,
129,5/21/17,21:01:00,12.5,,
130,5/21/17,22:01:00,12.5,,
131,5/21/17,23:01:00,12.5,,
132,5/22/17,0:01:00,12,,
133,5/22/17,1:01:00,12,,
134,5/22/17,2:01:00,12,,
135,5/22/17,3:01:00,12,,
136,5/22/17,4:01:00,12,,
137,5/22/17,5:01:00,12,,
138,5/22/17,6:01:00,12,,
139,5/22/17,7:01:00,12,,
140,5/22/17,8:01:00,12,,
141,5/22/17,9:01:00,12,,
142,5/22/17,10:01:00,12,,
143,5/22/17,11:01:00,12,,
144,5/22/17,12:01:00,12,,
145,5/22/17,13:01:00,12,,
146,5/22/17,14:01:00,12,,
147,5/22/17,15:01:00,12,,
148,5/22/17,16:01:00,12,,
149,5/22/17,17:01:00,12,,
150,5/22/17,18:01:00,12,,
151,5/22/17,19:01:00,12,,
152,5/22/17,20:01:00,12,,
153,5/22/17,21:01:00,12,,
154,5/22/17,22:01:00,12,,
155,5/22/17,23:01:00,12,,
156,5/23/17,0:01:00,12,,
157,5/23/17,1:01:00,12,,
158,5/23/17,2:01:00,12,,
159,5/23/17,3:01:00,12,,
160,5/23/17,4:01:00,12,,
161,5/23/17,5:01:00,12,,
162,5/23/17,6:01:00,12,,
163,5/23/17,7:01:00,12,,
164,5/23/17,8:01:00,12,,
165,5/23/17,9:01:00,12,,
166,5/23/17,10:01:00,12,,
167,5/23/17,11:01:00,12,,
168,5/23/17,12:01:00,12,,
169,5/23/17,13:01:00,12,,
170,5/23/17,14:01:00,12,,
171,5/23/17,15:01:00,12,,
172,5/23/17,16:01:00,11.5,,
173,5/23/17,17:01:00,11.5,,
174,5/23/17,18:01:00,11.5,,
175,5/23/17,19:01:00,11.5,,
176,5/23/17,20:01:00,11.5,,
177,5/23/17,21:01:00,11.5,,
178,5/23/17,22:01:00,11.5,,
179,5/23/17,23:01:00,11.5,,
180,5/24/17,0:01:00,11.5,,
181,5/24/17,1:01:00,11.5,,
182,5/24/17,2:01:00,11.5,,
183,5/24/17,3:01:00,11.5,,
184,5/24/17,4:01:00,11.5,,
185,5/24/17,5:01:00,11.5,,
186,5/24/17,6:01:00,11.5,,
187,5/24/17,7:01:00,11.5,,
188,5/24/17,8:01:00,11.5,,
189,5/24/17,9:01:00,11.5,,
