"1-0",11/16/2019
"Timezone",-5

"Serial No.","CA0000002E9C0521"
"Location:","4-10"
"High temperature limit (°C)",85
"Low temperature limit (°C)",-40
"Date - Time","Temperature (°C)"
"2019-09-19 16:01",14.5
"2019-09-19 18:01",14.5
"2019-09-19 20:01",14.5
"2019-09-19 22:01",14.5
"2019-09-20 00:01",14.5
"2019-09-20 02:01",14.5
"2019-09-20 04:01",14.5
"2019-09-20 06:01",14.5
"2019-09-20 08:01",14.5
"2019-09-20 10:01",14.0
"2019-09-20 12:01",14.0
"2019-09-20 14:01",14.0
"2019-09-20 16:01",14.0
"2019-09-20 18:01",14.0
"2019-09-20 20:01",14.0
"2019-09-20 22:01",14.0
"2019-09-21 00:01",14.0
"2019-09-21 02:01",14.0
"2019-09-21 04:01",14.0
"2019-09-21 06:01",14.0
"2019-09-21 08:01",14.0
"2019-09-21 10:01",14.0
"2019-09-21 12:01",14.0
"2019-09-21 14:01",14.0
"2019-09-21 16:01",14.0
"2019-09-21 18:01",14.0
"2019-09-21 20:01",14.0
"2019-09-21 22:01",14.0
"2019-09-22 00:01",14.0
"2019-09-22 02:01",14.5
"2019-09-22 04:01",14.5
"2019-09-22 06:01",14.5
"2019-09-22 08:01",14.5
"2019-09-22 10:01",14.5
"2019-09-22 12:01",14.5
"2019-09-22 14:01",14.5
"2019-09-22 16:01",14.5
"2019-09-22 18:01",14.5
"2019-09-22 20:01",14.5
"2019-09-22 22:01",14.5
"2019-09-23 00:01",14.5
"2019-09-23 02:01",14.5
"2019-09-23 04:01",14.5
"2019-09-23 06:01",14.5
"2019-09-23 08:01",14.5
"2019-09-23 10:01",14.5
"2019-09-23 12:01",14.5
"2019-09-23 14:01",14.5
"2019-09-23 16:01",14.5
"2019-09-23 18:01",14.5
"2019-09-23 20:01",14.5
"2019-09-23 22:01",14.5
"2019-09-24 00:01",15.0
"2019-09-24 02:01",15.0
"2019-09-24 04:01",15.0
"2019-09-24 06:01",15.0
"2019-09-24 08:01",15.0
"2019-09-24 10:01",14.5
"2019-09-24 12:01",14.5
"2019-09-24 14:01",14.5
"2019-09-24 16:01",14.5
"2019-09-24 18:01",14.5
"2019-09-24 20:01",14.5
"2019-09-24 22:01",14.5
"2019-09-25 00:01",14.5
"2019-09-25 02:01",14.5
"2019-09-25 04:01",14.5
"2019-09-25 06:01",14.5
"2019-09-25 08:01",14.5
"2019-09-25 10:01",14.5
"2019-09-25 12:01",14.5
"2019-09-25 14:01",14.0
"2019-09-25 16:01",14.0
"2019-09-25 18:01",14.0
"2019-09-25 20:01",14.0
"2019-09-25 22:01",14.0
"2019-09-26 00:01",14.0
"2019-09-26 02:01",14.0
"2019-09-26 04:01",14.0
"2019-09-26 06:01",14.0
"2019-09-26 08:01",14.0
"2019-09-26 10:01",14.0
"2019-09-26 12:01",14.0
"2019-09-26 14:01",14.0
"2019-09-26 16:01",14.0
"2019-09-26 18:01",14.0
"2019-09-26 20:01",14.0
"2019-09-26 22:01",14.0
"2019-09-27 00:01",14.0
"2019-09-27 02:01",14.0
"2019-09-27 04:01",14.0
"2019-09-27 06:01",14.0
"2019-09-27 08:01",14.0
"2019-09-27 10:01",14.0
"2019-09-27 12:01",14.0
"2019-09-27 14:01",14.0
"2019-09-27 16:01",13.5
"2019-09-27 18:01",13.5
"2019-09-27 20:01",13.5
"2019-09-27 22:01",13.5
"2019-09-28 00:01",14.0
"2019-09-28 02:01",14.0
"2019-09-28 04:01",14.0
"2019-09-28 06:01",14.0
"2019-09-28 08:01",14.0
"2019-09-28 10:01",14.0
"2019-09-28 12:01",14.0
"2019-09-28 14:01",14.0
"2019-09-28 16:01",14.0
"2019-09-28 18:01",14.0
"2019-09-28 20:01",14.0
"2019-09-28 22:01",14.0
"2019-09-29 00:01",14.0
"2019-09-29 02:01",14.0
"2019-09-29 04:01",14.5
"2019-09-29 06:01",14.5
"2019-09-29 08:01",14.5
"2019-09-29 10:01",14.5
"2019-09-29 12:01",14.5
"2019-09-29 14:01",14.5
"2019-09-29 16:01",14.5
"2019-09-29 18:01",14.5
"2019-09-29 20:01",14.5
"2019-09-29 22:01",14.5
"2019-09-30 00:01",14.5
"2019-09-30 02:01",14.5
"2019-09-30 04:01",14.5
"2019-09-30 06:01",14.5
"2019-09-30 08:01",14.5
"2019-09-30 10:01",14.5
"2019-09-30 12:01",14.5
"2019-09-30 14:01",14.5
"2019-09-30 16:01",14.5
"2019-09-30 18:01",14.5
"2019-09-30 20:01",15.0
"2019-09-30 22:01",15.0
"2019-10-01 00:01",15.0
"2019-10-01 02:01",15.0
"2019-10-01 04:01",15.0
"2019-10-01 06:01",15.0
"2019-10-01 08:01",15.0
"2019-10-01 10:01",15.0
"2019-10-01 12:01",15.0
"2019-10-01 14:01",15.0
"2019-10-01 16:01",15.0
"2019-10-01 18:01",15.0
"2019-10-01 20:01",15.0
"2019-10-01 22:01",15.0
"2019-10-02 00:01",15.0
"2019-10-02 02:01",15.0
"2019-10-02 04:01",15.5
"2019-10-02 06:01",15.5
"2019-10-02 08:01",15.5
"2019-10-02 10:01",15.0
"2019-10-02 12:01",15.5
"2019-10-02 14:01",15.0
"2019-10-02 16:01",15.0
"2019-10-02 18:01",15.0
"2019-10-02 20:01",15.0
"2019-10-02 22:01",15.5
"2019-10-03 00:01",15.5
"2019-10-03 02:01",15.5
"2019-10-03 04:01",15.5
"2019-10-03 06:01",15.5
"2019-10-03 08:01",15.5
"2019-10-03 10:01",15.5
"2019-10-03 12:01",15.5
"2019-10-03 14:01",15.5
"2019-10-03 16:01",15.5
"2019-10-03 18:01",15.5
"2019-10-03 20:01",15.5
"2019-10-03 22:01",15.5
"2019-10-04 00:01",15.5
"2019-10-04 02:01",15.5
"2019-10-04 04:01",15.5
"2019-10-04 06:01",15.5
"2019-10-04 08:01",15.5
"2019-10-04 10:01",15.5
"2019-10-04 12:01",15.5
"2019-10-04 14:01",15.5
"2019-10-04 16:01",15.5
"2019-10-04 18:01",15.5
"2019-10-04 20:01",15.5
"2019-10-04 22:01",15.5
"2019-10-05 00:01",15.5
"2019-10-05 02:01",15.5
"2019-10-05 04:01",15.5
"2019-10-05 06:01",15.5
"2019-10-05 08:01",15.0
"2019-10-05 10:01",15.0
"2019-10-05 12:01",15.0
"2019-10-05 14:01",15.0
"2019-10-05 16:01",15.0
"2019-10-05 18:01",14.5
"2019-10-05 20:01",14.5
"2019-10-05 22:01",14.5
"2019-10-06 00:01",14.5
"2019-10-06 02:01",14.5
"2019-10-06 04:01",14.5
"2019-10-06 06:01",14.5
"2019-10-06 08:01",14.5
"2019-10-06 10:01",14.0
"2019-10-06 12:01",14.0
"2019-10-06 14:01",14.0
"2019-10-06 16:01",14.0
"2019-10-06 18:01",14.0
"2019-10-06 20:01",14.0
"2019-10-06 22:01",14.0
"2019-10-07 00:01",14.0
"2019-10-07 02:01",14.0
"2019-10-07 04:01",14.0
"2019-10-07 06:01",14.0
"2019-10-07 08:01",14.0
"2019-10-07 10:01",14.0
"2019-10-07 12:01",14.0
"2019-10-07 14:01",14.0
"2019-10-07 16:01",14.0
"2019-10-07 18:01",14.0
"2019-10-07 20:01",14.0
"2019-10-07 22:01",14.0
"2019-10-08 00:01",14.0
"2019-10-08 02:01",14.0
"2019-10-08 04:01",14.0
"2019-10-08 06:01",14.0
"2019-10-08 08:01",14.0
"2019-10-08 10:01",14.0
"2019-10-08 12:01",14.0
"2019-10-08 14:01",14.0
"2019-10-08 16:01",14.0
"2019-10-08 18:01",14.0
"2019-10-08 20:01",14.0
"2019-10-08 22:01",14.0
"2019-10-09 00:01",14.0
"2019-10-09 02:01",13.5
"2019-10-09 04:01",13.5
"2019-10-09 06:01",13.5
"2019-10-09 08:01",13.5
"2019-10-09 10:01",13.5
"2019-10-09 12:01",13.5
"2019-10-09 14:01",13.5
"2019-10-09 16:01",13.5
"2019-10-09 18:01",13.5
"2019-10-09 20:01",13.5
"2019-10-09 22:01",13.5
"2019-10-10 00:01",13.5
"2019-10-10 02:01",13.5
"2019-10-10 04:01",13.5
"2019-10-10 06:01",13.5
"2019-10-10 08:01",13.5
"2019-10-10 10:01",13.5
"2019-10-10 12:01",13.5
"2019-10-10 14:01",13.0
"2019-10-10 16:01",13.0
"2019-10-10 18:01",13.0
"2019-10-10 20:01",13.0
"2019-10-10 22:01",13.0
"2019-10-11 00:01",13.0
"2019-10-11 02:01",13.0
"2019-10-11 04:01",13.0
"2019-10-11 06:01",13.0
"2019-10-11 08:01",13.0
"2019-10-11 10:01",13.0
"2019-10-11 12:01",13.0
"2019-10-11 14:01",13.0
"2019-10-11 16:01",13.0
"2019-10-11 18:01",13.0
"2019-10-11 20:01",13.0
"2019-10-11 22:01",13.0
"2019-10-12 00:01",13.0
"2019-10-12 02:01",13.0
"2019-10-12 04:01",13.0
"2019-10-12 06:01",13.0
"2019-10-12 08:01",13.0
"2019-10-12 10:01",13.0
"2019-10-12 12:01",13.0
"2019-10-12 14:01",13.0
"2019-10-12 16:01",13.0
"2019-10-12 18:01",13.0
"2019-10-12 20:01",13.0
"2019-10-12 22:01",12.5
"2019-10-13 00:01",12.5
"2019-10-13 02:01",12.5
"2019-10-13 04:01",12.5
"2019-10-13 06:01",12.5
"2019-10-13 08:01",12.5
"2019-10-13 10:01",12.5
"2019-10-13 12:01",12.5
"2019-10-13 14:01",12.5
"2019-10-13 16:01",12.5
"2019-10-13 18:01",12.0
"2019-10-13 20:01",12.0
"2019-10-13 22:01",12.0
"2019-10-14 00:01",12.0
"2019-10-14 02:01",12.0
"2019-10-14 04:01",12.0
"2019-10-14 06:01",12.0
"2019-10-14 08:01",12.0
"2019-10-14 10:01",12.0
"2019-10-14 12:01",12.0
"2019-10-14 14:01",12.0
"2019-10-14 16:01",12.0
"2019-10-14 18:01",12.0
"2019-10-14 20:01",12.0
"2019-10-14 22:01",12.0
"2019-10-15 00:01",12.0
"2019-10-15 02:01",12.0
"2019-10-15 04:01",12.0
"2019-10-15 06:01",12.0
"2019-10-15 08:01",12.0
"2019-10-15 10:01",11.5
"2019-10-15 12:01",11.5
"2019-10-15 14:01",11.5
"2019-10-15 16:01",11.5
"2019-10-15 18:01",11.5
"2019-10-15 20:01",11.5
"2019-10-15 22:01",11.5
"2019-10-16 00:01",11.5
"2019-10-16 02:01",11.5
"2019-10-16 04:01",11.5
"2019-10-16 06:01",11.5
"2019-10-16 08:01",11.5
"2019-10-16 10:01",11.5
"2019-10-16 12:01",11.5
"2019-10-16 14:01",11.5
"2019-10-16 16:01",11.5
"2019-10-16 18:01",11.5
"2019-10-16 20:01",11.5
"2019-10-16 22:01",11.5
"2019-10-17 00:01",11.5
"2019-10-17 02:01",11.5
"2019-10-17 04:01",11.5
"2019-10-17 06:01",11.5
"2019-10-17 08:01",11.5
"2019-10-17 10:01",11.5
"2019-10-17 12:01",11.5
"2019-10-17 14:01",11.0
"2019-10-17 16:01",11.0
"2019-10-17 18:01",11.0
"2019-10-17 20:01",11.0
"2019-10-17 22:01",11.0
"2019-10-18 00:01",11.0
"2019-10-18 02:01",11.0
"2019-10-18 04:01",11.0
"2019-10-18 06:01",11.0
"2019-10-18 08:01",11.0
"2019-10-18 10:01",11.0
"2019-10-18 12:01",11.0
"2019-10-18 14:01",10.5
"2019-10-18 16:01",10.5
"2019-10-18 18:01",10.5
"2019-10-18 20:01",10.5
"2019-10-18 22:01",10.5
"2019-10-19 00:01",10.5
"2019-10-19 02:01",10.5
"2019-10-19 04:01",10.5
"2019-10-19 06:01",10.5
"2019-10-19 08:01",10.5
"2019-10-19 10:01",10.5
"2019-10-19 12:01",10.5
"2019-10-19 14:01",10.5
"2019-10-19 16:01",10.5
"2019-10-19 18:01",10.5
"2019-10-19 20:01",10.5
"2019-10-19 22:01",10.5
"2019-10-20 00:01",10.5
"2019-10-20 02:01",10.5
"2019-10-20 04:01",10.5
"2019-10-20 06:01",10.5
"2019-10-20 08:01",10.5
"2019-10-20 10:01",10.5
"2019-10-20 12:01",10.5
"2019-10-20 14:01",10.5
"2019-10-20 16:01",10.5
"2019-10-20 18:01",10.5
"2019-10-20 20:01",10.5
"2019-10-20 22:01",10.5
"2019-10-21 00:01",10.5
"2019-10-21 02:01",10.5
"2019-10-21 04:01",10.5
"2019-10-21 06:01",10.5
"2019-10-21 08:01",10.5
"2019-10-21 10:01",10.5
"2019-10-21 12:01",10.5
"2019-10-21 14:01",10.5
"2019-10-21 16:01",10.5
"2019-10-21 18:01",10.5
"2019-10-21 20:01",10.5
"2019-10-21 22:01",10.5
"2019-10-22 00:01",10.5
"2019-10-22 02:01",10.5
"2019-10-22 04:01",10.5
"2019-10-22 06:01",11.0
"2019-10-22 08:01",11.0
"2019-10-22 10:01",11.0
"2019-10-22 12:01",11.0
"2019-10-22 14:01",11.0
"2019-10-22 16:01",11.0
"2019-10-22 18:01",11.0
"2019-10-22 20:01",11.0
"2019-10-22 22:01",11.0
"2019-10-23 00:01",11.0
"2019-10-23 02:01",11.0
"2019-10-23 04:01",11.0
"2019-10-23 06:01",11.0
"2019-10-23 08:01",11.0
"2019-10-23 10:01",11.0
"2019-10-23 12:01",11.0
"2019-10-23 14:01",11.0
"2019-10-23 16:01",10.5
"2019-10-23 18:01",10.5
"2019-10-23 20:01",10.5
"2019-10-23 22:01",10.5
"2019-10-24 00:01",10.5
"2019-10-24 02:01",10.5
"2019-10-24 04:01",10.5
"2019-10-24 06:01",10.5
"2019-10-24 08:01",10.5
"2019-10-24 10:01",10.5
"2019-10-24 12:01",10.5
"2019-10-24 14:01",10.5
"2019-10-24 16:01",10.5
"2019-10-24 18:01",10.5
"2019-10-24 20:01",10.5
"2019-10-24 22:01",10.5
"2019-10-25 00:01",10.5
"2019-10-25 02:01",10.5
"2019-10-25 04:01",10.5
"2019-10-25 06:01",10.5
"2019-10-25 08:01",10.5
"2019-10-25 10:01",10.5
"2019-10-25 12:01",10.5
"2019-10-25 14:01",10.5
"2019-10-25 16:01",10.0
"2019-10-25 18:01",10.0
"2019-10-25 20:01",10.0
"2019-10-25 22:01",10.0
"2019-10-26 00:01",10.5
"2019-10-26 02:01",10.5
"2019-10-26 04:01",10.5
"2019-10-26 06:01",10.5
"2019-10-26 08:01",10.5
"2019-10-26 10:01",10.5
"2019-10-26 12:01",10.5
"2019-10-26 14:01",10.5
"2019-10-26 16:01",10.5
"2019-10-26 18:01",10.5
"2019-10-26 20:01",10.5
"2019-10-26 22:01",10.5
"2019-10-27 00:01",10.5
"2019-10-27 02:01",10.5
"2019-10-27 04:01",10.5
"2019-10-27 06:01",10.5
"2019-10-27 08:01",10.5
"2019-10-27 10:01",10.5
"2019-10-27 12:01",10.5
"2019-10-27 14:01",10.5
"2019-10-27 16:01",10.5
"2019-10-27 18:01",10.5
"2019-10-27 20:01",10.5
"2019-10-27 22:01",10.5
"2019-10-28 00:01",10.5
"2019-10-28 02:01",10.5
"2019-10-28 04:01",10.5
"2019-10-28 06:01",10.5
"2019-10-28 08:01",10.5
"2019-10-28 10:01",10.5
"2019-10-28 12:01",10.5
"2019-10-28 14:01",10.5
"2019-10-28 16:01",10.5
"2019-10-28 18:01",10.5
"2019-10-28 20:01",10.5
"2019-10-28 22:01",10.5
"2019-10-29 00:01",10.5
"2019-10-29 02:01",10.5
"2019-10-29 04:01",10.5
"2019-10-29 06:01",10.5
"2019-10-29 08:01",10.5
"2019-10-29 10:01",10.5
"2019-10-29 12:01",10.5
"2019-10-29 14:01",10.5
"2019-10-29 16:01",10.5
"2019-10-29 18:01",10.5
"2019-10-29 20:01",10.5
"2019-10-29 22:01",10.5
"2019-10-30 00:01",10.5
"2019-10-30 02:01",10.5
"2019-10-30 04:01",11.0
"2019-10-30 06:01",11.0
"2019-10-30 08:01",11.0
"2019-10-30 10:01",11.0
"2019-10-30 12:01",11.0
"2019-10-30 14:01",11.0
"2019-10-30 16:01",11.0
"2019-10-30 18:01",11.0
"2019-10-30 20:01",11.0
"2019-10-30 22:01",11.0
"2019-10-31 00:01",11.0
"2019-10-31 02:01",11.0
"2019-10-31 04:01",11.0
"2019-10-31 06:01",11.0
"2019-10-31 08:01",11.0
"2019-10-31 10:01",11.0
"2019-10-31 12:01",11.0
"2019-10-31 14:01",11.0
"2019-10-31 16:01",11.0
"2019-10-31 18:01",11.0
"2019-10-31 20:01",11.0
"2019-10-31 22:01",11.0
"2019-11-01 00:01",11.5
"2019-11-01 02:01",11.5
"2019-11-01 04:01",11.5
"2019-11-01 06:01",11.5
"2019-11-01 08:01",11.5
"2019-11-01 10:01",11.5
"2019-11-01 12:01",11.0
"2019-11-01 14:01",11.0
"2019-11-01 16:01",8.0
"2019-11-01 18:01",21.0
"2019-11-01 20:01",21.0
"2019-11-01 22:01",20.5
"2019-11-02 00:01",20.5
"2019-11-02 02:01",20.5
"2019-11-02 04:01",20.5
"2019-11-02 06:01",20.5
"2019-11-02 08:01",20.0
"2019-11-02 10:01",20.5
"2019-11-02 12:01",20.5
"2019-11-02 14:01",20.5
"2019-11-02 16:01",20.5
"2019-11-02 18:01",20.5
"2019-11-02 20:01",20.5
"2019-11-02 22:01",20.5
"2019-11-03 00:01",20.5
"2019-11-03 02:01",20.0
"2019-11-03 04:01",20.0
"2019-11-03 06:01",20.0
"2019-11-03 08:01",20.0
"2019-11-03 10:01",20.0
"2019-11-03 12:01",20.5
"2019-11-03 14:01",20.5
"2019-11-03 16:01",21.0
"2019-11-03 18:01",20.5
"2019-11-03 20:01",20.5
"2019-11-03 22:01",20.5
"2019-11-04 00:01",20.5
"2019-11-04 02:01",20.5
"2019-11-04 04:01",20.5
"2019-11-04 06:01",20.5
"2019-11-04 08:01",20.0
"2019-11-04 10:01",20.5
"2019-11-04 12:01",21.0
"2019-11-04 14:01",21.5
"2019-11-04 16:01",21.5
"2019-11-04 18:01",22.0
"2019-11-04 20:01",22.0
"2019-11-04 22:01",21.5
"2019-11-05 00:01",21.0
"2019-11-05 02:01",21.0
"2019-11-05 04:01",21.0
"2019-11-05 06:01",20.5
"2019-11-05 08:01",20.5
"2019-11-05 10:01",20.5
"2019-11-05 12:01",20.5
"2019-11-05 14:01",20.5
"2019-11-05 16:01",21.0
"2019-11-05 18:01",21.5
"2019-11-05 20:01",21.0
"2019-11-05 22:01",21.0
"2019-11-06 00:01",20.5
"2019-11-06 02:01",20.5
"2019-11-06 04:01",20.5
"2019-11-06 06:01",20.5
"2019-11-06 08:01",20.5
"2019-11-06 10:01",20.5
"2019-11-06 12:01",20.5
"2019-11-06 14:01",20.5
"2019-11-06 16:01",21.5
"2019-11-06 18:01",22.0
"2019-11-06 20:01",21.0
"2019-11-06 22:01",21.0
"2019-11-07 00:01",20.5
"2019-11-07 02:01",20.5
"2019-11-07 04:01",20.5
"2019-11-07 06:01",20.5
"2019-11-07 08:01",20.0
"2019-11-07 10:01",20.0
"2019-11-07 12:01",20.5
"2019-11-07 14:01",20.5
"2019-11-07 16:01",20.5
"2019-11-07 18:01",21.5
"2019-11-07 20:01",21.5
"2019-11-07 22:01",21.0
"2019-11-08 00:01",20.5
"2019-11-08 02:01",20.5
"2019-11-08 04:01",20.5
"2019-11-08 06:01",20.0
"2019-11-08 08:01",20.0
"2019-11-08 10:01",19.5
"2019-11-08 12:01",20.0
"2019-11-08 14:01",20.5
"2019-11-08 16:01",20.0
"2019-11-08 18:01",20.0
"2019-11-08 20:01",20.0
"2019-11-08 22:01",20.0
"2019-11-09 00:01",19.5
"2019-11-09 02:01",19.5
"2019-11-09 04:01",19.5
"2019-11-09 06:01",19.5
"2019-11-09 08:01",19.0
"2019-11-09 10:01",19.5
"2019-11-09 12:01",19.5
"2019-11-09 14:01",20.0
"2019-11-09 16:01",20.0
"2019-11-09 18:01",20.0
"2019-11-09 20:01",19.5
"2019-11-09 22:01",19.5
"2019-11-10 00:01",19.5
"2019-11-10 02:01",20.0
"2019-11-10 04:01",20.0
"2019-11-10 06:01",19.5
"2019-11-10 08:01",20.0
"2019-11-10 10:01",20.0
"2019-11-10 12:01",20.0
"2019-11-10 14:01",20.0
"2019-11-10 16:01",20.0
"2019-11-10 18:01",20.0
"2019-11-10 20:01",20.5
"2019-11-10 22:01",20.5
"2019-11-11 00:01",20.5
"2019-11-11 02:01",20.5
"2019-11-11 04:01",20.5
"2019-11-11 06:01",20.5
"2019-11-11 08:01",20.5
"2019-11-11 10:01",20.5
"2019-11-11 12:01",20.5
"2019-11-11 14:01",21.0
"2019-11-11 16:01",21.0
"2019-11-11 18:01",22.0
"2019-11-11 20:01",21.5
"2019-11-11 22:01",21.0
"2019-11-12 00:01",21.0
"2019-11-12 02:01",21.0
"2019-11-12 04:01",21.0
"2019-11-12 06:01",21.0
"2019-11-12 08:01",21.0
"2019-11-12 10:01",21.0
"2019-11-12 12:01",21.0
"2019-11-12 14:01",21.0
"2019-11-12 16:01",22.0
"2019-11-12 18:01",21.5
"2019-11-12 20:01",21.0
"2019-11-12 22:01",20.5
"2019-11-13 00:01",20.5
"2019-11-13 02:01",20.0
"2019-11-13 04:01",20.0
"2019-11-13 06:01",19.5
"2019-11-13 08:01",19.5
"2019-11-13 10:01",19.5
"2019-11-13 12:01",20.0
"2019-11-13 14:01",20.0
"2019-11-13 16:01",21.5
"2019-11-13 18:01",21.5
"2019-11-13 20:01",20.5
"2019-11-13 22:01",20.0
"2019-11-14 00:01",20.0
"2019-11-14 02:01",20.0
"2019-11-14 04:01",19.5
"2019-11-14 06:01",19.5
"2019-11-14 08:01",19.5
"2019-11-14 10:01",19.5
"2019-11-14 12:01",19.5
"2019-11-14 14:01",19.5
"2019-11-14 16:01",20.5
"2019-11-14 18:01",21.0
"2019-11-14 20:01",20.5
"2019-11-14 22:01",20.0
"2019-11-15 00:01",20.0
"2019-11-15 02:01",19.5
"2019-11-15 04:01",19.5
"2019-11-15 06:01",19.5
"2019-11-15 08:01",19.5
"2019-11-15 10:01",19.5
"2019-11-15 12:01",20.0
"2019-11-15 14:01",20.5
"2019-11-15 16:01",20.0
"2019-11-15 18:01",20.0
"2019-11-15 20:01",20.0
"2019-11-15 22:01",20.0
"2019-11-16 00:01",20.0
"2019-11-16 02:01",20.0
"2019-11-16 04:01",20.0
"2019-11-16 06:01",19.5
"2019-11-16 08:01",19.5
"2019-11-16 10:01",19.5
"2019-11-16 12:01",19.5
"2019-11-16 14:01",16.5
"2019-11-16 16:01",15.0
"2019-11-16 18:01",9.0
"2019-11-16 20:01",3.0
"2019-11-16 22:01",-0.5
-end-
