1-Wire/iButton Part Number: DS1921G-F5,,
1-Wire/iButton Registration Number: 800000002E7E0B21,,
Is Mission Active?  false,,
Mission Start:  Sat Dec 16 12:01:00 EST 2017,,
Sample Rate:  Every 120 minute(s),,
Number of Mission Samples:  2006,,
Total Samples:  88095,,
Roll Over Enabled?  false,,
Roll Over Occurred?  Roll over has NOT occurred,,
Active Alarms:  None fired,,
Next Clock Alarm At:  Disabled,,
High Temperature Alarm:  85 �C,,
Low Temperature Alarm:  -40 �C,,
,,
Date/Time,Unit,Value
1/25/18 18:01,C,0
1/25/18 20:01,C,0
1/25/18 22:01,C,0
1/26/18 0:01,C,0
1/26/18 2:01,C,0
1/26/18 4:01,C,0
1/26/18 6:01,C,0
1/26/18 8:01,C,0
1/26/18 10:01,C,0
1/26/18 12:01,C,0
1/26/18 14:01,C,0
1/26/18 16:01,C,0
1/26/18 18:01,C,0
1/26/18 20:01,C,0
1/26/18 22:01,C,0
1/27/18 0:01,C,0
1/27/18 2:01,C,0
1/27/18 4:01,C,0
1/27/18 6:01,C,0
1/27/18 8:01,C,0
1/27/18 10:01,C,0
1/27/18 12:01,C,0
1/27/18 14:01,C,0
1/27/18 16:01,C,0
1/27/18 18:01,C,0
1/27/18 20:01,C,0
1/27/18 22:01,C,0
1/28/18 0:01,C,0
1/28/18 2:01,C,0
1/28/18 4:01,C,0
1/28/18 6:01,C,0
1/28/18 8:01,C,0
1/28/18 10:01,C,0
1/28/18 12:01,C,0
1/28/18 14:01,C,0
1/28/18 16:01,C,0
1/28/18 18:01,C,0
1/28/18 20:01,C,0
1/28/18 22:01,C,0
1/29/18 0:01,C,0
1/29/18 2:01,C,0
1/29/18 4:01,C,0
1/29/18 6:01,C,0
1/29/18 8:01,C,0
1/29/18 10:01,C,0
1/29/18 12:01,C,0
1/29/18 14:01,C,0
1/29/18 16:01,C,0
1/29/18 18:01,C,0
1/29/18 20:01,C,0
1/29/18 22:01,C,0
1/30/18 0:01,C,0
1/30/18 2:01,C,0
1/30/18 4:01,C,0
1/30/18 6:01,C,0
1/30/18 8:01,C,0
1/30/18 10:01,C,0
1/30/18 12:01,C,0
1/30/18 14:01,C,0
1/30/18 16:01,C,0
1/30/18 18:01,C,0
1/30/18 20:01,C,0
1/30/18 22:01,C,0
1/31/18 0:01,C,0
1/31/18 2:01,C,0
1/31/18 4:01,C,0
1/31/18 6:01,C,0
1/31/18 8:01,C,0
1/31/18 10:01,C,0
1/31/18 12:01,C,0
1/31/18 14:01,C,0
1/31/18 16:01,C,0
1/31/18 18:01,C,0
1/31/18 20:01,C,0
1/31/18 22:01,C,0
2/1/18 0:01,C,0
2/1/18 2:01,C,0
2/1/18 4:01,C,0
2/1/18 6:01,C,0
2/1/18 8:01,C,0
2/1/18 10:01,C,0
2/1/18 12:01,C,0
2/1/18 14:01,C,0
2/1/18 16:01,C,0
2/1/18 18:01,C,0
2/1/18 20:01,C,0
2/1/18 22:01,C,0
2/2/18 0:01,C,0
2/2/18 2:01,C,0
2/2/18 4:01,C,0
2/2/18 6:01,C,0
2/2/18 8:01,C,0
2/2/18 10:01,C,0
2/2/18 12:01,C,0
2/2/18 14:01,C,0
2/2/18 16:01,C,0
2/2/18 18:01,C,0
2/2/18 20:01,C,0
2/2/18 22:01,C,0
2/3/18 0:01,C,0
2/3/18 2:01,C,0
2/3/18 4:01,C,0
2/3/18 6:01,C,0
2/3/18 8:01,C,0
2/3/18 10:01,C,0
2/3/18 12:01,C,0
2/3/18 14:01,C,0
2/3/18 16:01,C,0
2/3/18 18:01,C,0
2/3/18 20:01,C,0
2/3/18 22:01,C,0
2/4/18 0:01,C,0
2/4/18 2:01,C,0
2/4/18 4:01,C,0
2/4/18 6:01,C,0
2/4/18 8:01,C,0
2/4/18 10:01,C,0
2/4/18 12:01,C,0
2/4/18 14:01,C,0
2/4/18 16:01,C,0
2/4/18 18:01,C,0
2/4/18 20:01,C,0
2/4/18 22:01,C,0
2/5/18 0:01,C,0
2/5/18 2:01,C,0
2/5/18 4:01,C,0
2/5/18 6:01,C,0
2/5/18 8:01,C,0
2/5/18 10:01,C,0
2/5/18 12:01,C,0
2/5/18 14:01,C,0
2/5/18 16:01,C,0
2/5/18 18:01,C,0
2/5/18 20:01,C,0
2/5/18 22:01,C,0
2/6/18 0:01,C,0
2/6/18 2:01,C,0
2/6/18 4:01,C,0
2/6/18 6:01,C,0
2/6/18 8:01,C,0
2/6/18 10:01,C,0
2/6/18 12:01,C,0
2/6/18 14:01,C,0
2/6/18 16:01,C,0
2/6/18 18:01,C,0
2/6/18 20:01,C,0
2/6/18 22:01,C,0
2/7/18 0:01,C,0
2/7/18 2:01,C,0
2/7/18 4:01,C,0
2/7/18 6:01,C,0
2/7/18 8:01,C,0
2/7/18 10:01,C,0
2/7/18 12:01,C,0
2/7/18 14:01,C,0
2/7/18 16:01,C,0
2/7/18 18:01,C,0
2/7/18 20:01,C,0
2/7/18 22:01,C,0
2/8/18 0:01,C,0
2/8/18 2:01,C,0
2/8/18 4:01,C,0
2/8/18 6:01,C,0
2/8/18 8:01,C,0
2/8/18 10:01,C,0
2/8/18 12:01,C,0
2/8/18 14:01,C,0
2/8/18 16:01,C,0
2/8/18 18:01,C,0
2/8/18 20:01,C,0
2/8/18 22:01,C,0
2/9/18 0:01,C,0
2/9/18 2:01,C,0
2/9/18 4:01,C,0
2/9/18 6:01,C,0
2/9/18 8:01,C,0
2/9/18 10:01,C,0
2/9/18 12:01,C,0
2/9/18 14:01,C,0
2/9/18 16:01,C,0
2/9/18 18:01,C,0
2/9/18 20:01,C,0
2/9/18 22:01,C,0
2/10/18 0:01,C,0
2/10/18 2:01,C,0
2/10/18 4:01,C,0
2/10/18 6:01,C,0
2/10/18 8:01,C,0
2/10/18 10:01,C,0
2/10/18 12:01,C,0
2/10/18 14:01,C,0
2/10/18 16:01,C,0
2/10/18 18:01,C,0
2/10/18 20:01,C,0
2/10/18 22:01,C,0
2/11/18 0:01,C,0
2/11/18 2:01,C,0
2/11/18 4:01,C,0
2/11/18 6:01,C,0
2/11/18 8:01,C,0
2/11/18 10:01,C,0
2/11/18 12:01,C,0
2/11/18 14:01,C,0
2/11/18 16:01,C,0
2/11/18 18:01,C,0
2/11/18 20:01,C,0
2/11/18 22:01,C,0
2/12/18 0:01,C,0
2/12/18 2:01,C,0
2/12/18 4:01,C,0
2/12/18 6:01,C,0
2/12/18 8:01,C,0
2/12/18 10:01,C,0
2/12/18 12:01,C,0
2/12/18 14:01,C,0
2/12/18 16:01,C,0
2/12/18 18:01,C,0
2/12/18 20:01,C,0
2/12/18 22:01,C,0
2/13/18 0:01,C,0
2/13/18 2:01,C,0
2/13/18 4:01,C,0
2/13/18 6:01,C,0
2/13/18 8:01,C,0
2/13/18 10:01,C,0
2/13/18 12:01,C,0
2/13/18 14:01,C,0
2/13/18 16:01,C,0
2/13/18 18:01,C,0
2/13/18 20:01,C,0
2/13/18 22:01,C,0
2/14/18 0:01,C,0
2/14/18 2:01,C,0
2/14/18 4:01,C,0
2/14/18 6:01,C,0
2/14/18 8:01,C,0
2/14/18 10:01,C,0
2/14/18 12:01,C,0
2/14/18 14:01,C,0
2/14/18 16:01,C,0
2/14/18 18:01,C,0
2/14/18 20:01,C,0
2/14/18 22:01,C,0
2/15/18 0:01,C,0
2/15/18 2:01,C,0
2/15/18 4:01,C,0
2/15/18 6:01,C,0
2/15/18 8:01,C,0
2/15/18 10:01,C,0
2/15/18 12:01,C,0
2/15/18 14:01,C,0
2/15/18 16:01,C,0
2/15/18 18:01,C,0
2/15/18 20:01,C,0
2/15/18 22:01,C,0
2/16/18 0:01,C,0
2/16/18 2:01,C,0
2/16/18 4:01,C,0
2/16/18 6:01,C,0.5
2/16/18 8:01,C,0.5
2/16/18 10:01,C,1
2/16/18 12:01,C,1.5
2/16/18 14:01,C,2
2/16/18 16:01,C,2.5
2/16/18 18:01,C,2.5
2/16/18 20:01,C,2
2/16/18 22:01,C,2
2/17/18 0:01,C,2
2/17/18 2:01,C,2
2/17/18 4:01,C,2
2/17/18 6:01,C,1.5
2/17/18 8:01,C,1.5
2/17/18 10:01,C,1.5
2/17/18 12:01,C,1.5
2/17/18 14:01,C,1.5
2/17/18 16:01,C,1.5
2/17/18 18:01,C,1.5
2/17/18 20:01,C,1
2/17/18 22:01,C,1
2/18/18 0:01,C,1
2/18/18 2:01,C,1
2/18/18 4:01,C,1
2/18/18 6:01,C,1
2/18/18 8:01,C,1
2/18/18 10:01,C,1
2/18/18 12:01,C,1
2/18/18 14:01,C,1
2/18/18 16:01,C,1
2/18/18 18:01,C,1
2/18/18 20:01,C,1
2/18/18 22:01,C,1
2/19/18 0:01,C,1
2/19/18 2:01,C,1
2/19/18 4:01,C,1
2/19/18 6:01,C,1
2/19/18 8:01,C,1
2/19/18 10:01,C,1
2/19/18 12:01,C,1
2/19/18 14:01,C,1
2/19/18 16:01,C,1
2/19/18 18:01,C,1
2/19/18 20:01,C,1
2/19/18 22:01,C,1
2/20/18 0:01,C,1
2/20/18 2:01,C,1
2/20/18 4:01,C,1
2/20/18 6:01,C,1
2/20/18 8:01,C,1
2/20/18 10:01,C,1
2/20/18 12:01,C,1
2/20/18 14:01,C,1
2/20/18 16:01,C,2
2/20/18 18:01,C,3
2/20/18 20:01,C,3
2/20/18 22:01,C,3.5
2/21/18 0:01,C,3.5
2/21/18 2:01,C,3
2/21/18 4:01,C,3
2/21/18 6:01,C,3
2/21/18 8:01,C,3
2/21/18 10:01,C,3
2/21/18 12:01,C,3.5
2/21/18 14:01,C,4
2/21/18 16:01,C,4.5
2/21/18 18:01,C,5
2/21/18 20:01,C,5
2/21/18 22:01,C,5
2/22/18 0:01,C,5
2/22/18 2:01,C,5
2/22/18 4:01,C,5
2/22/18 6:01,C,5
2/22/18 8:01,C,4.5
2/22/18 10:01,C,4.5
2/22/18 12:01,C,4.5
2/22/18 14:01,C,4
2/22/18 16:01,C,4
2/22/18 18:01,C,4
2/22/18 20:01,C,4
2/22/18 22:01,C,3.5
2/23/18 0:01,C,3.5
2/23/18 2:01,C,3.5
2/23/18 4:01,C,3.5
2/23/18 6:01,C,3
2/23/18 8:01,C,3
2/23/18 10:01,C,3
2/23/18 12:01,C,3
2/23/18 14:01,C,3
2/23/18 16:01,C,3.5
2/23/18 18:01,C,3.5
2/23/18 20:01,C,3.5
2/23/18 22:01,C,3.5
2/24/18 0:01,C,4
2/24/18 2:01,C,4
2/24/18 4:01,C,4
2/24/18 6:01,C,4
2/24/18 8:01,C,4
2/24/18 10:01,C,4.5
2/24/18 12:01,C,4.5
2/24/18 14:01,C,4.5
2/24/18 16:01,C,5
2/24/18 18:01,C,4.5
2/24/18 20:01,C,4.5
2/24/18 22:01,C,4.5
2/25/18 0:01,C,4.5
2/25/18 2:01,C,4.5
2/25/18 4:01,C,4.5
2/25/18 6:01,C,4.5
2/25/18 8:01,C,4.5
2/25/18 10:01,C,4.5
2/25/18 12:01,C,4.5
2/25/18 14:01,C,4.5
2/25/18 16:01,C,5
2/25/18 18:01,C,5
2/25/18 20:01,C,5
2/25/18 22:01,C,5
2/26/18 0:01,C,5
2/26/18 2:01,C,4.5
2/26/18 4:01,C,4.5
2/26/18 6:01,C,4.5
2/26/18 8:01,C,4.5
2/26/18 10:01,C,4
2/26/18 12:01,C,4
2/26/18 14:01,C,4
2/26/18 16:01,C,4
