"Plot Title: sparcnet_air_plot_3"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20153865, SEN S/N: 20153865, LBL: Temp)","Intensity, Lux (LGR S/N: 20153865, SEN S/N: 20153865, LBL: Light)","Coupler Attached (LGR S/N: 20153865)","Host Connected (LGR S/N: 20153865)","Coupler Detached (LGR S/N: 20153865)","Stopped (LGR S/N: 20153865)","End Of File (LGR S/N: 20153865)"
233,08/19/19 12:00:00 PM,23.388,3100.0,,,,,
234,08/19/19 04:00:00 PM,26.195,3444.5,,,,,
235,08/19/19 08:00:00 PM,22.621,53.8,,,,,
236,08/20/19 12:00:00 AM,19.092,0.0,,,,,
237,08/20/19 04:00:00 AM,17.189,0.0,,,,,
238,08/20/19 08:00:00 AM,16.808,333.7,,,,,
239,08/20/19 12:00:00 PM,23.677,1377.8,,,,,
240,08/20/19 04:00:00 PM,22.812,656.6,,,,,
241,08/20/19 08:00:00 PM,20.043,10.8,,,,,
242,08/21/19 12:00:00 AM,18.140,0.0,,,,,
243,08/21/19 04:00:00 AM,18.236,0.0,,,,,
244,08/21/19 08:00:00 AM,18.806,107.6,,,,,
245,08/21/19 12:00:00 PM,20.615,1980.6,,,,,
246,08/21/19 04:00:00 PM,22.429,3616.7,,,,,
247,08/21/19 08:00:00 PM,20.996,21.5,,,,,
248,08/22/19 12:00:00 AM,19.662,0.0,,,,,
249,08/22/19 04:00:00 AM,18.521,0.0,,,,,
250,08/22/19 08:00:00 AM,18.331,409.0,,,,,
251,08/22/19 12:00:00 PM,21.951,871.9,,,,,
252,08/22/19 04:00:00 PM,24.255,3616.7,,,,,
253,08/22/19 08:00:00 PM,20.424,0.0,,,,,
254,08/23/19 12:00:00 AM,18.711,0.0,,,,,
255,08/23/19 04:00:00 AM,18.616,0.0,,,,,
256,08/23/19 08:00:00 AM,14.038,96.9,,,,,
257,08/23/19 12:00:00 PM,14.230,1173.3,,,,,
258,08/23/19 04:00:00 PM,15.855,2583.4,,,,,
259,08/23/19 08:00:00 PM,14.709,10.8,,,,,
260,08/24/19 12:00:00 AM,11.916,0.0,,,,,
261,08/24/19 04:00:00 AM,9.965,0.0,,,,,
262,08/24/19 08:00:00 AM,10.259,312.2,,,,,
263,08/24/19 12:00:00 PM,14.230,3272.2,,,,,
264,08/24/19 04:00:00 PM,16.427,2066.7,,,,,
265,08/24/19 08:00:00 PM,14.517,10.8,,,,,
266,08/25/19 12:00:00 AM,12.690,0.0,,,,,
267,08/25/19 04:00:00 AM,9.373,0.0,,,,,
268,08/25/19 08:00:00 AM,8.282,710.4,,,,,
269,08/25/19 12:00:00 PM,15.091,2497.2,,,,,
270,08/25/19 04:00:00 PM,16.903,3616.7,,,,,
271,08/25/19 08:00:00 PM,14.613,0.0,,,,,
272,08/26/19 12:00:00 AM,12.110,0.0,,,,,
273,08/26/19 04:00:00 AM,13.076,0.0,,,,,
