"Plot Title: 2B"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20153868, SEN S/N: 20153868, LBL: Temp)","Intensity, Lux (LGR S/N: 20153868, SEN S/N: 20153868, LBL: Light)","Coupler Attached (LGR S/N: 20153868)","Host Connected (LGR S/N: 20153868)","Coupler Detached (LGR S/N: 20153868)","Stopped (LGR S/N: 20153868)","End Of File (LGR S/N: 20153868)"
341,09/06/19 12:00:00 PM,17.665,4305.6,,,,,
342,09/06/19 04:00:00 PM,20.901,5338.9,,,,,
343,09/06/19 08:00:00 PM,17.760,0.0,,,,,
344,09/07/19 12:00:00 AM,16.427,0.0,,,,,
345,09/07/19 04:00:00 AM,14.325,0.0,,,,,
346,09/07/19 08:00:00 AM,12.497,462.9,,,,,
347,09/07/19 12:00:00 PM,18.426,3444.5,,,,,
348,09/07/19 04:00:00 PM,20.043,5511.1,,,,,
349,09/07/19 08:00:00 PM,16.523,0.0,,,,,
350,09/08/19 12:00:00 AM,13.942,0.0,,,,,
351,09/08/19 04:00:00 AM,11.041,0.0,,,,,
352,09/08/19 08:00:00 AM,10.259,312.2,,,,,
353,09/08/19 12:00:00 PM,17.189,2325.0,,,,,
354,09/08/19 04:00:00 PM,19.948,2066.7,,,,,
355,09/08/19 08:00:00 PM,17.094,0.0,,,,,
356,09/09/19 12:00:00 AM,15.569,0.0,,,,,
357,09/09/19 04:00:00 AM,14.517,0.0,,,,,
358,09/09/19 08:00:00 AM,14.421,559.7,,,,,
359,09/09/19 12:00:00 PM,19.377,4305.6,,,,,
360,09/09/19 04:00:00 PM,20.043,2152.8,,,,,
361,09/09/19 08:00:00 PM,16.903,0.0,,,,,
362,09/10/19 12:00:00 AM,13.750,0.0,,,,,
363,09/10/19 04:00:00 AM,11.916,0.0,,,,,
364,09/10/19 08:00:00 AM,11.334,462.9,,,,,
365,09/10/19 12:00:00 PM,21.569,6200.0,,,,,
366,09/10/19 04:00:00 PM,24.545,4994.5,,,,,
367,09/10/19 08:00:00 PM,20.043,0.0,,,,,
368,09/11/19 12:00:00 AM,16.808,0.0,,,,,
369,09/11/19 04:00:00 AM,15.282,0.0,,,,,
370,09/11/19 08:00:00 AM,15.664,462.9,,,,,
371,09/11/19 12:00:00 PM,24.738,5511.1,,,,,
372,09/11/19 04:00:00 PM,24.545,861.1,,,,,
373,09/11/19 08:00:00 PM,22.046,0.0,,,,,
374,09/12/19 12:00:00 AM,19.567,0.0,,,,,
375,09/12/19 04:00:00 AM,18.236,0.0,,,,,
376,09/12/19 08:00:00 AM,19.187,721.2,,,,,
377,09/12/19 12:00:00 PM,24.835,6544.5,,,,,
378,09/12/19 04:00:00 PM,25.805,6544.5,,,,,
379,09/12/19 08:00:00 PM,21.664,0.0,,,,,
380,09/13/19 12:00:00 AM,19.187,0.0,,,,,
381,09/13/19 04:00:00 AM,18.901,0.0,,,,,
382,09/13/19 08:00:00 AM,17.760,118.4,,,,,
383,09/13/19 12:00:00 PM,17.950,2152.8,,,,,
384,09/13/19 04:00:00 PM,16.141,645.8,,,,,
385,09/13/19 08:00:00 PM,15.187,0.0,,,,,
386,09/14/19 12:00:00 AM,15.378,0.0,,,,,
387,09/14/19 04:00:00 AM,15.760,0.0,,,,,
388,09/14/19 08:00:00 AM,16.141,10.8,,,,,
389,09/14/19 12:00:00 PM,19.377,2927.8,,,,,
390,09/14/19 04:00:00 PM,21.473,4477.8,,,,,
391,09/14/19 08:00:00 PM,17.950,0.0,,,,,
392,09/15/19 12:00:00 AM,14.038,0.0,,,,,
393,09/15/19 04:00:00 AM,11.041,0.0,,,,,
394,09/15/19 08:00:00 AM,8.978,387.5,,,,,
395,09/15/19 12:00:00 PM,17.665,5511.1,,,,,
396,09/15/19 04:00:00 PM,21.378,4822.3,,,,,
397,09/15/19 08:00:00 PM,16.999,0.0,,,,,
398,09/16/19 12:00:00 AM,15.091,0.0,,,,,
399,09/16/19 04:00:00 AM,12.401,0.0,,,,,
400,09/16/19 08:00:00 AM,12.787,667.4,,,,,
401,09/16/19 12:00:00 PM,21.569,6200.0,,,,,
402,09/16/19 04:00:00 PM,23.773,4994.5,,,,,
403,09/16/19 08:00:00 PM,19.758,0.0,,,,,
404,09/17/19 12:00:00 AM,16.713,0.0,,,,,
405,09/17/19 04:00:00 AM,16.141,0.0,,,,,
406,09/17/19 08:00:00 AM,16.523,226.0,,,,,
407,09/17/19 12:00:00 PM,17.475,1980.6,,,,,
408,09/17/19 04:00:00 PM,20.901,1808.3,,,,,
409,09/17/19 08:00:00 PM,16.141,0.0,,,,,
410,09/18/19 12:00:00 AM,11.819,0.0,,,,,
411,09/18/19 04:00:00 AM,8.680,0.0,,,,,
412,09/18/19 08:00:00 AM,7.381,387.5,,,,,
413,09/18/19 12:00:00 PM,17.189,6544.5,,,,,
414,09/18/19 04:00:00 PM,19.662,5338.9,,,,,
415,09/18/19 08:00:00 PM,14.134,0.0,,,,,
416,09/19/19 12:00:00 AM,9.077,0.0,,,,,
417,09/19/19 04:00:00 AM,7.179,0.0,,,,,
418,09/19/19 08:00:00 AM,10.259,204.5,,,,,
419,09/19/19 12:00:00 PM,13.942,2325.0,,,,,
420,09/19/19 04:00:00 PM,18.806,5338.9,,,,,
421,09/19/19 08:00:00 PM,13.173,0.0,,,,,
422,09/20/19 12:00:00 AM,8.680,0.0,,,,,
423,09/20/19 04:00:00 AM,5.962,0.0,,,,,
424,09/20/19 08:00:00 AM,5.037,452.1,,,,,
425,09/20/19 12:00:00 PM,19.282,6544.5,,,,,
426,09/20/19 04:00:00 PM,21.760,5338.9,,,,,
427,09/20/19 08:00:00 PM,16.332,0.0,,,,,
428,09/21/19 12:00:00 AM,12.690,0.0,,,,,
429,09/21/19 04:00:00 AM,10.748,0.0,,,,,
