Plot Title: 6,,,,,,,,,
#,"Date Time, GMT-05:00","Temp, °C (LGR S/N: 20153878, SEN S/N: 20153878, LBL: Temp)","Intensity, Lux (LGR S/N: 20153878, SEN S/N: 20153878, LBL: Light)",Bad Battery (LGR S/N: 20153878),Good Battery (LGR S/N: 20153878),Coupler Attached (LGR S/N: 20153878),Host Connected (LGR S/N: 20153878),Stopped (LGR S/N: 20153878),End Of File (LGR S/N: 20153878)
42,12/23/17 16:00,5.45,129.2,,,,,,
43,12/23/17 20:00,1.112,0,,,,,,
44,12/24/17 0:00,-0.549,0,,,,,,
45,12/24/17 4:00,-1.114,0,,,,,,
46,12/24/17 8:00,-1.684,43.1,,,,,,
47,12/24/17 12:00,-0.213,2152.8,,,,,,
48,12/24/17 16:00,-0.437,247.6,,,,,,
49,12/24/17 20:00,-1.114,0,,,,,,
50,12/25/17 0:00,-0.437,0,,,,,,
51,12/25/17 4:00,-4.152,0,,,,,,
52,12/25/17 8:00,-7.527,409,,,,,,
53,12/25/17 12:00,-7.527,3788.9,,,,,,
54,12/25/17 16:00,-7.138,4133.4,,,,,,
55,12/25/17 20:00,-8.182,0,,,,,,
56,12/26/17 0:00,-9.662,0,,,,,,
57,12/26/17 4:00,-9.937,0,,,,,,
58,12/26/17 8:00,-10.493,775,,,,,,
59,12/26/17 12:00,-6.754,9300.1,,,,,,
60,12/26/17 16:00,-7.01,775,,,,,,
61,12/26/17 20:00,-8.05,0,,,,,,
62,12/27/17 0:00,-8.182,0,,,,,,
63,12/27/17 4:00,-9.117,0,,,,,,
64,12/27/17 8:00,-11.2,129.2,,,,,,
65,12/27/17 12:00,-9.662,5511.1,,,,,,
66,12/27/17 16:00,-11.058,1550,,,,,,
67,12/27/17 20:00,-14.806,0,,,,,,
68,12/28/17 0:00,-16.765,0,,,,,,
69,12/28/17 4:00,-19.4,0,Logged,,,,,
70,12/28/17 8:00,-19.956,452.1,,,,,,
71,12/28/17 12:00,-12.214,6544.5,,,,,,
72,12/28/17 16:00,-11.776,1291.7,,,,,,
73,12/28/17 20:00,-16.098,0,,,,,,
74,12/29/17 0:00,-17.446,0,,,,,,
75,12/29/17 4:00,-14.49,0,,,,,,
76,12/29/17 8:00,-14.023,129.2,,,,,,
77,12/29/17 12:00,-8.58,6544.5,,,,,,
78,12/29/17 16:00,-9.117,731.9,,,,,,
79,12/29/17 20:00,-11.922,0,,,,,,
80,12/30/17 0:00,-10.214,0,,,,,,
81,12/30/17 4:00,-8.847,0,,,,,,
82,12/30/17 8:00,-7.787,43.1,,,,,,
83,12/30/17 12:00,-6.626,3961.1,,,,,,
84,12/30/17 16:00,-9.388,559.7,,,,,,
85,12/30/17 20:00,-12.068,0,,,,,,
86,12/31/17 0:00,-14.806,0,,,,,,
87,12/31/17 4:00,-15.285,0,,,,,,
88,12/31/17 8:00,-17.446,484.4,,,,,,
89,12/31/17 12:00,-13.107,3100,,,,,,
90,12/31/17 16:00,-12.658,2755.6,,,,,,
91,12/31/17 20:00,-15.608,0,,,,,,
92,1/1/18 0:00,-14.648,0,,,,,,
93,1/1/18 4:00,-17.274,0,,,,,,
94,1/1/18 8:00,-19.035,861.1,,,,,,
95,1/1/18 12:00,-12.658,4650,,,,,,
96,1/1/18 16:00,-13.715,1463.9,,,,,,
97,1/1/18 20:00,-16.264,0,,,,,,
98,1/2/18 0:00,-16.765,0,,,,,,
99,1/2/18 4:00,-17.274,0,,,,,,
100,1/2/18 8:00,-17.966,581.3,,,,,,
101,1/2/18 12:00,-12.361,7233.4,,,,,,
102,1/2/18 16:00,-11.631,1463.9,,,,,,
103,1/2/18 20:00,-15.285,0,,,,,,
104,1/3/18 0:00,-16.264,0,,,,,,
105,1/3/18 4:00,-19.584,0,,,,,,
106,1/3/18 8:00,-22.498,419.8,,,,,,
107,1/3/18 12:00,-6.246,6544.5,,,,,,
108,1/3/18 16:00,-5.249,1722.2,,,,,,
109,1/3/18 20:00,-8.847,0,,,,,,
110,1/4/18 0:00,-10.634,0,,,,,,
111,1/4/18 4:00,-11.058,0,,,,,,
112,1/4/18 8:00,-11.776,43.1,,,,,,
113,1/4/18 12:00,-10.493,4477.8,,,,,,
114,1/4/18 16:00,-12.956,1636.1,,,,,,
115,1/4/18 20:00,-15.608,0,,,,,,
116,1/5/18 0:00,-16.934,0,,,,,,
117,1/5/18 4:00,-18.496,0,,,,,,
118,1/5/18 8:00,-19.584,613.5,,,,,,
119,1/5/18 12:00,-15.934,8266.7,,,,,,
120,1/5/18 16:00,-15.608,2066.7,,,,,,
121,1/5/18 20:00,-16.765,0,,,,,,
122,1/6/18 0:00,-18.496,0,,,,,,
123,1/6/18 4:00,-19.035,0,,,,,,
124,1/6/18 8:00,-19.035,559.7,,,,,,
125,1/6/18 12:00,-15.446,6200,,,,,,
126,1/6/18 16:00,-14.806,2238.9,,,,,,
127,1/6/18 20:00,-16.597,0,,,,,,
128,1/7/18 0:00,-19.4,0,,,,,,
129,1/7/18 4:00,-22.911,0,,,,,,
130,1/7/18 8:00,-23.97,279.9,,,,,,
131,1/7/18 12:00,-8.314,7577.8,,,,,,
132,1/7/18 16:00,-5.62,2152.8,,,,,,
133,1/7/18 20:00,-9.117,0,,,,,,
134,1/8/18 0:00,-8.447,0,,,,,,
135,1/8/18 4:00,-5.249,0,,,,,,
136,1/8/18 8:00,-0.213,344.4,,,,,,
137,1/8/18 12:00,1.439,2755.6,,,,,,
138,1/8/18 16:00,1.33,764.2,,,,,,
139,1/8/18 20:00,0.343,0,,,,,,
140,1/9/18 0:00,0.01,0,,,,,,
141,1/9/18 4:00,-0.774,0,,,,,,
142,1/9/18 8:00,-1.228,107.6,,,,,,
143,1/9/18 12:00,1.221,2583.4,,,,,,
144,1/9/18 16:00,0.893,1377.8,,,,,,
145,1/9/18 20:00,-2.145,0,,,,,,
146,1/10/18 0:00,-3.911,0,,,,,,
147,1/10/18 4:00,-5.87,0,,,,,,
148,1/10/18 8:00,-3.434,86.1,,,,,,
149,1/10/18 12:00,3.261,5166.7,,,,,,
150,1/10/18 16:00,4.102,559.7,,,,,,
151,1/10/18 20:00,0.453,0,,,,,,
152,1/11/18 0:00,-0.662,0,,,,,,
153,1/11/18 4:00,-1.114,0,,,,,,
154,1/11/18 8:00,1.33,279.9,,,,,,
155,1/11/18 12:00,8.978,3788.9,,,,,,
156,1/11/18 16:00,8.581,968.8,,,,,,
157,1/11/18 20:00,9.965,0,,,,,,
158,1/12/18 0:00,9.965,0,,,,,,
159,1/12/18 4:00,10.063,0,,,,,,
160,1/12/18 8:00,12.11,301.4,,,,,,
161,1/12/18 12:00,12.304,1463.9,,,,,,
162,1/12/18 16:00,13.269,172.2,,,,,,
163,1/12/18 20:00,6.674,0,,,,,,
164,1/13/18 0:00,1.003,0,,,,,,
165,1/13/18 4:00,-5.372,0,,,,,,
166,1/13/18 8:00,-8.05,118.4,,,,,,
167,1/13/18 12:00,-7.657,3961.1,,,,,,
168,1/13/18 16:00,-9.117,2669.5,,,,,,
169,1/13/18 20:00,-11.2,0,,,,,,
170,1/14/18 0:00,-11.922,0,,,,,,
171,1/14/18 4:00,-12.658,0,,,,,,
172,1/14/18 8:00,-14.648,269.1,,,,,,
173,1/14/18 12:00,-10.353,6544.5,,,,,,
174,1/14/18 16:00,-9.662,1377.8,,,,,,
175,1/14/18 20:00,-12.361,0,,,,,,
176,1/15/18 0:00,-13.868,0,,,,,,
177,1/15/18 4:00,-14.965,0,,,,,,
178,1/15/18 8:00,-14.334,753.5,,,,,,
179,1/15/18 12:00,-9.662,3616.7,,,,,,
180,1/15/18 16:00,-6.882,1636.1,,,,,,
181,1/15/18 20:00,-8.447,0,,,,,,
182,1/16/18 0:00,-7.267,0,,,,,,
183,1/16/18 4:00,-7.267,0,,,,,,
184,1/16/18 8:00,-6.12,355.2,,,,,,
185,1/16/18 12:00,-2.145,3961.1,,,,,,
186,1/16/18 16:00,-2.377,452.1,,,,,,
187,1/16/18 20:00,-5.745,0,,,,,,
188,1/17/18 0:00,-9.117,0,,,,,,
189,1/17/18 4:00,-12.068,0,,,,,,
190,1/17/18 8:00,-15.446,193.8,,,,,,
191,1/17/18 12:00,-11.058,8266.7,,,,,,
192,1/17/18 16:00,-11.922,1980.6,,,,,,
193,1/17/18 20:00,-13.715,0,,,,,,
194,1/18/18 0:00,-14.023,0,,,,,,
195,1/18/18 4:00,-13.868,0,,,,,,
196,1/18/18 8:00,-12.956,312.2,,,,,,
197,1/18/18 12:00,-5.745,8266.7,,,,,,
198,1/18/18 16:00,-4.272,1894.5,,,,,,
199,1/18/18 20:00,-5.87,0,,,,,,
200,1/19/18 0:00,-6.12,0,,,,,,
201,1/19/18 4:00,-5.745,0,,,,,,
202,1/19/18 8:00,-5.496,473.6,,,,,,
203,1/19/18 12:00,1.112,7233.4,,,,,,
204,1/19/18 16:00,1.112,2325,,,,,,
205,1/19/18 20:00,-1.228,0,,,,,,
206,1/20/18 0:00,0.121,0,,,,,,
207,1/20/18 4:00,0.453,0,,,,,,
208,1/20/18 8:00,1.439,226,,,,,,
209,1/20/18 12:00,4.934,5338.9,,,,,,
210,1/20/18 16:00,5.141,1636.1,,,,,,
211,1/20/18 20:00,2.517,0,,,,,,
212,1/21/18 0:00,3.578,0,,,,,,
213,1/21/18 4:00,3.998,0,,,,,,
214,1/21/18 8:00,4.311,172.2,,,,,,
215,1/21/18 12:00,6.471,1722.2,,,,,,
216,1/21/18 16:00,6.471,387.5,,,,,,
217,1/21/18 20:00,4.727,0,,,,,,
218,1/22/18 0:00,4.311,0,,,,,,
219,1/22/18 4:00,5.347,0,,,,,,
220,1/22/18 8:00,5.141,150.7,,,,,,
221,1/22/18 12:00,10.748,3616.7,,,,,,
222,1/22/18 16:00,11.528,1324,,,,,,
223,1/22/18 20:00,9.571,0,,,,,,
224,1/23/18 0:00,8.879,0,,,,,,
225,1/23/18 4:00,9.373,0,,,,,,
226,1/23/18 8:00,6.471,505.9,,,,,,
227,1/23/18 12:00,4.102,2755.6,,,,,,
228,1/23/18 16:00,3.472,968.8,,,,,,
229,1/23/18 20:00,1.764,0,,,,,,
230,1/24/18 0:00,0.893,0,,,,,,
231,1/24/18 4:00,-0.549,0,,,,,,
232,1/24/18 8:00,-2.03,86.1,,,,,,
233,1/24/18 12:00,-2.494,958,,,,,,
234,1/24/18 16:00,-3.553,484.4,,,,,,
235,1/24/18 20:00,-3.792,0,,,,,,
236,1/25/18 0:00,-4.393,0,,,,,,
237,1/25/18 4:00,-5.249,0,,,,,,
238,1/25/18 8:00,-5.87,344.4,,,,,,
239,1/25/18 12:00,-3.792,2497.2,,,,,,
240,1/25/18 16:00,-3.079,904.2,,,,,,
241,1/25/18 20:00,-5.87,0,,,,,,
242,1/26/18 0:00,-7.397,0,,,,,,
243,1/26/18 4:00,-8.713,0,,,,,,
244,1/26/18 8:00,-9.117,322.9,,,,,,
245,1/26/18 12:00,5.347,5338.9,,,,,,
246,1/26/18 16:00,7.28,1636.1,,,,,,
247,1/26/18 20:00,-1.341,0,,,,,,
248,1/27/18 0:00,-2.377,0,,,,,,
249,1/27/18 4:00,-3.792,0,,,,,,
250,1/27/18 8:00,-3.197,721.2,,,,,,
251,1/27/18 12:00,9.373,3788.9,,,,,,
252,1/27/18 16:00,8.382,1377.8,,,,,,
253,1/27/18 20:00,6.978,0,,,,,,
254,1/28/18 0:00,4.207,0,,,,,,
255,1/28/18 4:00,4.207,0,,,,,,
256,1/28/18 8:00,3.998,161.5,,,,,,
257,1/28/18 12:00,4.102,688.9,,,,,,
258,1/28/18 16:00,3.893,785.8,,,,,,
259,1/28/18 20:00,0.01,0,,,,,,
260,1/29/18 0:00,-1.456,0,,,,,,
261,1/29/18 4:00,-3.553,0,,,,,,
262,1/29/18 8:00,-4.636,731.9,,,,,,
263,1/29/18 12:00,2.088,4477.8,,,,,,
264,1/29/18 16:00,1.98,1367,,,,,,
265,1/29/18 20:00,-0.437,0,,,,,,
266,1/30/18 0:00,-0.887,0,,,,,,
267,1/30/18 4:00,-5.249,0,,,,,,
268,1/30/18 8:00,-8.05,538.2,,,,,,
269,1/30/18 12:00,-6.754,12400.1,,,,,,
270,1/30/18 16:00,-8.713,2152.8,,,,,,
271,1/30/18 20:00,-10.075,0,,,,,,
272,1/31/18 0:00,-11.922,0,,,,,,
273,1/31/18 4:00,-14.49,0,,,,,,
274,1/31/18 8:00,-10.774,570.5,,,,,,
275,1/31/18 12:00,-3.079,4650,,,,,,
276,1/31/18 16:00,0.453,1722.2,,,,,,
277,1/31/18 20:00,-1.341,0,,,,,,
278,2/1/18 0:00,2.943,0,,,,,,
279,2/1/18 4:00,2.837,0,,,,,,
280,2/1/18 8:00,2.195,129.2,,,,,,
281,2/1/18 12:00,7.381,4305.6,,,,,,
282,2/1/18 16:00,3.683,990.3,,,,,,
283,2/1/18 20:00,0.232,0,,,,,,
284,2/2/18 0:00,-1.228,0,,,,,,
285,2/2/18 4:00,-6.882,0,,,,,,
286,2/2/18 8:00,-10.634,215.3,,,,,,
287,2/2/18 12:00,-10.634,3788.9,,,,,,
288,2/2/18 16:00,-11.776,3100,,,,,,
289,2/2/18 20:00,-13.409,0,,,,,,
290,2/3/18 0:00,-12.956,0,,,,,,
291,2/3/18 4:00,-13.562,0,,,,,,
292,2/3/18 8:00,-12.807,441.3,,,,,,
293,2/3/18 12:00,-5.003,8611.2,,,,,,
294,2/3/18 16:00,-2.61,1808.3,,,,,,
295,2/3/18 20:00,-3.792,0,,,,,,
296,2/4/18 0:00,-2.962,0,,,,,,
297,2/4/18 4:00,-2.494,0,,,,,,
298,2/4/18 8:00,-1.914,215.3,,,,,,
299,2/4/18 12:00,-0.774,2325,,,,,,
300,2/4/18 16:00,0.232,1216.3,,,,,,
301,2/4/18 20:00,0.232,0,,,,,,
302,2/5/18 0:00,-0.213,0,,,,,,
303,2/5/18 4:00,-6.373,0,,,,,,
304,2/5/18 8:00,-9.252,538.2,,,,,,
305,2/5/18 12:00,-6.626,10677.8,,,,,,
306,2/5/18 16:00,-5.125,2583.4,,,,,,
307,2/5/18 20:00,-7.397,0,,,,,,
308,2/6/18 0:00,-8.314,0,,,,,,
309,2/6/18 4:00,-9.117,0,,,,,,
310,2/6/18 8:00,-7.267,226,,,,,,
311,2/6/18 12:00,-4.636,1894.5,,,,,,
312,2/6/18 16:00,-3.792,1033.3,,,,,,
313,2/6/18 20:00,-4.152,0,,,,,,
314,2/7/18 0:00,-5.125,0,,,,,,
315,2/7/18 4:00,-4.152,0,,,,,,
316,2/7/18 8:00,-2.61,161.5,,,,,,
317,2/7/18 12:00,0.343,2583.4,,,,,,
318,2/7/18 16:00,0.232,1377.8,,,,,,
319,2/7/18 20:00,-3.792,0,,,,,,
320,2/8/18 0:00,-7.397,0,,,,,,
321,2/8/18 4:00,-9.799,0,,,,,,
322,2/8/18 8:00,-9.388,764.2,,,,,,
323,2/8/18 12:00,-4.88,16533.4,,,,,,
324,2/8/18 16:00,-4.636,3961.1,,,,,,
325,2/8/18 20:00,-6.754,0,,,,,,
326,2/9/18 0:00,-8.182,0,,,,,,
327,2/9/18 4:00,-8.447,0,,,,,,
328,2/9/18 8:00,-8.713,968.8,,,,,,
329,2/9/18 12:00,-1.114,6200,,,,,,
330,2/9/18 16:00,1.221,2755.6,,,,,,
331,2/9/18 20:00,-1.114,0,,,,,,
332,2/10/18 0:00,-2.145,0,,,,,,
333,2/10/18 4:00,-2.61,0,,,,,,
334,2/10/18 8:00,-1.341,581.3,,,,,,
335,2/10/18 12:00,3.367,3100,,,,,,
336,2/10/18 16:00,5.244,1173.3,,,,,,
337,2/10/18 20:00,3.893,0,,,,,,
338,2/11/18 0:00,3.261,0,,,,,,
339,2/11/18 4:00,2.088,0,,,,,,
340,2/11/18 8:00,2.088,183,,,,,,
341,2/11/18 12:00,7.983,4305.6,,,,,,
342,2/11/18 16:00,9.965,1894.5,,,,,,
343,2/11/18 20:00,9.768,0,,,,,,
344,2/12/18 0:00,3.998,0,,,,,,
345,2/12/18 4:00,-0.325,0,,,,,,
346,2/12/18 8:00,-2.261,139.9,,,,,,
347,2/12/18 12:00,-0.213,7233.4,,,,,,
348,2/12/18 16:00,0.674,2066.7,,,,,,
349,2/12/18 20:00,-2.962,0,,,,,,
350,2/13/18 0:00,-4.88,0,,,,,,
351,2/13/18 4:00,-6.626,0,,,,,,
352,2/13/18 8:00,-6.626,947.2,,,,,,
353,2/13/18 12:00,0.453,7233.4,,,,,,
354,2/13/18 16:00,0.563,1022.6,,,,,,
355,2/13/18 20:00,-0.549,0,,,,,,
356,2/14/18 0:00,-0.102,0,,,,,,
357,2/14/18 4:00,0.232,0,,,,,,
358,2/14/18 8:00,5.037,161.5,,,,,,
359,2/14/18 12:00,7.582,1248.6,,,,,,
360,2/14/18 16:00,8.581,301.4,,,,,,
361,2/14/18 20:00,8.779,0,,,,,,
362,2/15/18 0:00,11.334,0,,,,,,
363,2/15/18 4:00,11.236,0,,,,,,
364,2/15/18 8:00,11.139,818.1,,,,,,
365,2/15/18 12:00,13.269,1722.2,,,,,,
366,2/15/18 16:00,15.282,2411.1,,,,,,
367,2/15/18 20:00,13.654,0,,,,,,
368,2/16/18 0:00,13.558,0,,,,,,
369,2/16/18 4:00,10.455,0,,,,,,
370,2/16/18 8:00,9.077,64.6,,,,,,
371,2/16/18 12:00,5.757,1205.6,,,,,,
372,2/16/18 16:00,1.221,549,,,,,,
373,2/16/18 20:00,-1.914,0,,,,,,
374,2/17/18 0:00,-3.316,0,,,,,,
375,2/17/18 4:00,-4.272,0,,,,,,
376,2/17/18 8:00,-5.125,505.9,,,,,,
377,2/17/18 12:00,-2.377,1463.9,,,,,,
378,2/17/18 16:00,-2.61,301.4,,,,,,
379,2/17/18 20:00,-2.03,0,,,,,,
380,2/18/18 0:00,-0.437,0,,,,,,
381,2/18/18 4:00,-0.437,0,,,,,,
382,2/18/18 8:00,-1.341,796.5,,,,,,
383,2/18/18 12:00,0.01,3788.9,,,,,,
384,2/18/18 16:00,1.33,3788.9,,,,,,
385,2/18/18 20:00,-1.799,0,,,,,,
386,2/19/18 0:00,-1.341,0,,,,,,
387,2/19/18 4:00,-0.102,0,,,,,,
388,2/19/18 8:00,1.112,495.1,,,,,,
389,2/19/18 12:00,5.141,4650,,,,,,
390,2/19/18 16:00,9.571,1894.5,,,,,,
391,2/19/18 20:00,2.303,0,,,,,,
392,2/20/18 0:00,1.33,0,,,,,,
393,2/20/18 4:00,2.303,0,,,,,,
394,2/20/18 8:00,5.45,344.4,,,,,,
395,2/20/18 12:00,18.521,6200,,,,,,
396,2/20/18 16:00,20.043,3100,,,,,,
397,2/20/18 20:00,12.013,0,,,,,,
398,2/21/18 0:00,7.481,0,,,,,,
399,2/21/18 4:00,7.782,0,,,,,,
400,2/21/18 8:00,9.275,1022.6,,,,,,
401,2/21/18 12:00,21.855,9644.5,,,,,,
402,2/21/18 16:00,17.855,581.3,,,,,,
403,2/21/18 20:00,11.041,0,,,,,,
404,2/22/18 0:00,9.176,0,,,,,,
405,2/22/18 4:00,6.775,0,,,,,,
406,2/22/18 8:00,3.472,355.2,,,,,,
407,2/22/18 12:00,2.837,559.7,,,,,,
408,2/22/18 16:00,2.73,796.5,,,,,,
409,2/22/18 20:00,1.656,0,,,,,,
410,2/23/18 0:00,1.548,0,,,,,,
411,2/23/18 4:00,1.439,0,,,,,,
412,2/23/18 8:00,1.764,193.8,,,,,,
413,2/23/18 12:00,4.207,2755.6,,,,,,
414,2/23/18 16:00,8.978,2152.8,,,,,,
415,2/23/18 20:00,6.978,0,,,,,,
416,2/24/18 0:00,8.978,0,,,,,,
417,2/24/18 4:00,10.846,0,,,,,,
418,2/24/18 8:00,10.161,150.7,,,,,,
419,2/24/18 12:00,9.176,430.6,,,,,,
420,2/24/18 16:00,7.079,516.7,,,,,,
421,2/24/18 20:00,5.552,0,,,,,,
422,2/25/18 0:00,4.727,0,,,,,,
423,2/25/18 4:00,4.519,0,,,,,,
424,2/25/18 8:00,5.347,204.5,,,,,,
425,2/25/18 12:00,10.651,785.8,,,,,,
426,2/25/18 16:00,9.472,1463.9,,,,,,
427,2/25/18 20:00,6.064,0,,,,,,
428,2/26/18 0:00,5.45,0,,,,,,
429,2/26/18 4:00,2.624,0,,,,,,
430,2/26/18 8:00,2.41,1227.1,,,,,,
431,2/26/18 12:00,4.934,3788.9,,,,,,
432,2/26/18 16:00,7.582,3100,,,,,,
433,2/26/18 20:00,-0.102,0,,,,,,
434,2/27/18 0:00,-2.03,0,,,,,,
435,2/27/18 4:00,-3.911,0,,,,,,
436,2/27/18 8:00,-3.672,775,,,,,,
437,2/27/18 12:00,8.779,8266.7,,,,,,
438,2/27/18 16:00,10.553,3100,,,,,,
439,2/27/18 20:00,1.33,0,,,,,,
440,2/28/18 0:00,-1.001,0,,,,,,
441,2/28/18 4:00,-0.887,0,,,,,,
442,2/28/18 8:00,1.548,775,,,,,,
443,2/28/18 12:00,11.916,2066.7,,,,,,
444,2/28/18 16:00,13.461,2066.7,,,,,,
445,2/28/18 20:00,6.775,0,,,,,,
446,3/1/18 0:00,4.311,0,,,,,,
447,3/1/18 4:00,3.683,0,,,,,,
448,3/1/18 8:00,4.623,247.6,,,,,,
449,3/1/18 12:00,6.978,1377.8,,,,,,
450,3/1/18 16:00,6.775,592,,,,,,
451,3/1/18 20:00,6.877,0,,,,,,
452,3/2/18 0:00,-0.102,0,,,,,,
453,3/2/18 4:00,-1.914,0,,,,,,
454,3/2/18 8:00,-2.61,549,,,,,,
455,3/2/18 12:00,-1.57,6200,,,,,,
456,3/2/18 16:00,1.221,6544.5,,,,,,
457,3/2/18 20:00,-2.494,0,,,,,,
458,3/3/18 0:00,-4.272,0,,,,,,
459,3/3/18 4:00,-4.758,0,,,,,,
460,3/3/18 8:00,-5.125,1216.3,,,,,,
461,3/3/18 12:00,1.872,11711.2,,,,,,
462,3/3/18 16:00,2.943,4650,,,,,,
463,3/3/18 20:00,-1.001,0,,,,,,
464,3/4/18 0:00,-3.079,0,,,,,,
465,3/4/18 4:00,-4.152,0,,,,,,
466,3/4/18 8:00,-4.514,1022.6,,,,,,
467,3/4/18 12:00,3.049,9300.1,,,,,,
468,3/4/18 16:00,3.472,5166.7,,,,,,
469,3/4/18 20:00,-1.114,0,,,,,,
470,3/5/18 0:00,-3.792,0,,,,,,
471,3/5/18 4:00,-6.12,0,,,,,,
472,3/5/18 8:00,-6.882,990.3,,,,,,
473,3/5/18 12:00,1.656,9300.1,,,,,,
474,3/5/18 16:00,3.155,5166.7,,,,,,
475,3/5/18 20:00,-2.844,0,,,,,,
476,3/6/18 0:00,-4.88,0,,,,,,
477,3/6/18 4:00,-3.316,0,,,,,,
478,3/6/18 8:00,-2.962,656.6,,,,,,
479,3/6/18 12:00,-0.549,1173.3,,,,,,
480,3/6/18 16:00,-0.887,1194.8,,,,,,
481,3/6/18 20:00,-1.57,0,,,,,,
482,3/7/18 0:00,-1.341,0,,,,,,
483,3/7/18 4:00,-1.57,0,,,,,,
484,3/7/18 8:00,-1.001,1894.5,,,,,,
485,3/7/18 12:00,-0.102,2411.1,,,,,,
486,3/7/18 16:00,0.453,2669.5,,,,,,
487,3/7/18 20:00,-2.377,0,,,,,,
488,3/8/18 0:00,-3.911,0,,,,,,
489,3/8/18 4:00,-7.657,0,,,,,,
490,3/8/18 8:00,-5.745,3272.2,,,,,,
491,3/8/18 12:00,-2.377,8611.2,,,,,,
492,3/8/18 16:00,-3.434,2411.1,,,,,,
493,3/8/18 20:00,-5.496,0,,,,,,
494,3/9/18 0:00,-5.995,0,,,,,,
495,3/9/18 4:00,-6.373,0,,,,,,
496,3/9/18 8:00,-5.745,1367,,,,,,
497,3/9/18 12:00,-4.636,3272.2,,,,,,
498,3/9/18 16:00,-3.792,2238.9,,,,,,
499,3/9/18 20:00,-5.62,0,,,,,,
500,3/10/18 0:00,-7.138,0,,,,,,
501,3/10/18 4:00,-11.487,0,,,,,,
502,3/10/18 8:00,-11.776,1463.9,,,,,,
503,3/10/18 12:00,1.221,16533.4,,,,,,
504,3/10/18 16:00,2.837,8266.7,,,,,,
505,3/10/18 20:00,-2.962,0,,,,,,
506,3/11/18 0:00,-6.246,0,,,,,,
507,3/11/18 4:00,-9.388,0,,,,,,
508,3/11/18 8:00,-10.214,1550,,,,,,
509,3/11/18 12:00,2.303,15155.7,,,,,,
510,3/11/18 16:00,5.141,10677.8,,,,,,
511,3/11/18 20:00,-2.03,0,,,,,,
512,3/12/18 0:00,-4.514,0,,,,,,
513,3/12/18 4:00,-3.672,0,,,,,,
514,3/12/18 8:00,-3.197,1808.3,,,,,,
515,3/12/18 12:00,-2.145,2583.4,,,,,,
516,3/12/18 16:00,-0.887,4133.4,,,,,,
517,3/12/18 20:00,-3.316,0,,,,,,
518,3/13/18 0:00,-4.272,0,,,,,,
519,3/13/18 4:00,-5.496,0,,,,,,
520,3/13/18 8:00,-5.372,2066.7,,,,,,
521,3/13/18 12:00,0.893,23422.4,,,,,,
522,3/13/18 16:00,-1.799,2755.6,,,,,,
523,3/13/18 20:00,-4.514,0,,,,,,
524,3/14/18 0:00,-5.249,0,,,,,,
525,3/14/18 4:00,-6.626,0,,,,,,
526,3/14/18 8:00,-6.499,1894.5,,,,,,
