"Plot Title: 6B"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20153867, SEN S/N: 20153867, LBL: Temp)","Intensity, Lux (LGR S/N: 20153867, SEN S/N: 20153867, LBL: Light)","Coupler Attached (LGR S/N: 20153867)","Host Connected (LGR S/N: 20153867)","Stopped (LGR S/N: 20153867)","End Of File (LGR S/N: 20153867)"
440,09/23/19 12:00:00 AM,16.141,0.0,,,,
441,09/23/19 04:00:00 AM,14.421,0.0,,,,
442,09/23/19 08:00:00 AM,15.951,172.2,,,,
443,09/23/19 12:00:00 PM,21.473,1259.4,,,,
444,09/23/19 04:00:00 PM,19.662,2066.7,,,,
445,09/23/19 08:00:00 PM,17.855,0.0,,,,
446,09/24/19 12:00:00 AM,16.046,0.0,,,,
447,09/24/19 04:00:00 AM,14.134,0.0,,,,
448,09/24/19 08:00:00 AM,12.690,193.8,,,,
449,09/24/19 12:00:00 PM,15.760,1356.3,,,,
450,09/24/19 04:00:00 PM,17.950,807.3,,,,
451,09/24/19 08:00:00 PM,13.942,0.0,,,,
452,09/25/19 12:00:00 AM,9.571,0.0,,,,
453,09/25/19 04:00:00 AM,7.582,0.0,,,,
454,09/25/19 08:00:00 AM,6.166,236.8,,,,
455,09/25/19 12:00:00 PM,17.570,4822.3,,,,
456,09/25/19 04:00:00 PM,20.996,2755.6,,,,
457,09/25/19 08:00:00 PM,14.804,0.0,,,,
458,09/26/19 12:00:00 AM,11.334,0.0,,,,
459,09/26/19 04:00:00 AM,11.431,0.0,,,,
460,09/26/19 08:00:00 AM,10.748,226.0,,,,
461,09/26/19 12:00:00 PM,15.378,1033.3,,,,
462,09/26/19 04:00:00 PM,18.045,2927.8,,,,
463,09/26/19 08:00:00 PM,14.709,0.0,,,,
464,09/27/19 12:00:00 AM,9.669,0.0,,,,
465,09/27/19 04:00:00 AM,6.674,0.0,,,,
466,09/27/19 08:00:00 AM,5.450,215.3,,,,
467,09/27/19 12:00:00 PM,17.189,4650.0,,,,
468,09/27/19 04:00:00 PM,21.091,2755.6,,,,
469,09/27/19 08:00:00 PM,16.523,0.0,,,,
470,09/28/19 12:00:00 AM,15.091,0.0,,,,
471,09/28/19 04:00:00 AM,14.325,0.0,,,,
472,09/28/19 08:00:00 AM,14.325,86.1,,,,
473,09/28/19 12:00:00 PM,21.855,1097.9,,,,
474,09/28/19 04:00:00 PM,25.805,2497.2,,,,
475,09/28/19 08:00:00 PM,20.043,0.0,,,,
476,09/29/19 12:00:00 AM,17.950,0.0,,,,
477,09/29/19 04:00:00 AM,15.282,0.0,,,,
478,09/29/19 08:00:00 AM,15.951,279.9,,,,
479,09/29/19 12:00:00 PM,22.046,4994.5,,,,
480,09/29/19 04:00:00 PM,22.525,1259.4,,,,
481,09/29/19 08:00:00 PM,19.472,0.0,,,,
482,09/30/19 12:00:00 AM,17.379,0.0,,,,
483,09/30/19 04:00:00 AM,16.713,0.0,,,,
484,09/30/19 08:00:00 AM,15.951,43.1,,,,
485,09/30/19 12:00:00 PM,18.331,1550.0,,,,
486,09/30/19 04:00:00 PM,20.043,2325.0,,,,
487,09/30/19 08:00:00 PM,18.426,0.0,,,,
488,10/01/19 12:00:00 AM,18.140,0.0,,,,
489,10/01/19 04:00:00 AM,17.475,0.0,,,,
490,10/01/19 08:00:00 AM,16.237,204.5,,,,
491,10/01/19 12:00:00 PM,23.196,4994.5,,,,
492,10/01/19 04:00:00 PM,25.222,2755.6,,,,
493,10/01/19 08:00:00 PM,19.948,0.0,,,,
494,10/02/19 12:00:00 AM,17.189,0.0,,,,
495,10/02/19 04:00:00 AM,15.378,0.0,,,,
496,10/02/19 08:00:00 AM,17.284,516.7,,,,
497,10/02/19 12:00:00 PM,22.142,3272.2,,,,
498,10/02/19 04:00:00 PM,24.835,1980.6,,,,
499,10/02/19 08:00:00 PM,20.805,0.0,,,,
500,10/03/19 12:00:00 AM,18.426,0.0,,,,
501,10/03/19 04:00:00 AM,18.045,0.0,,,,
502,10/03/19 08:00:00 AM,17.570,247.6,,,,
503,10/03/19 12:00:00 PM,25.513,1334.7,,,,
504,10/03/19 04:00:00 PM,27.665,3788.9,,,,
505,10/03/19 08:00:00 PM,21.760,0.0,,,,
506,10/04/19 12:00:00 AM,21.187,0.0,,,,
507,10/04/19 04:00:00 AM,16.332,0.0,,,,
508,10/04/19 08:00:00 AM,13.654,215.3,,,,
509,10/04/19 12:00:00 PM,15.855,9644.5,,,,
510,10/04/19 04:00:00 PM,16.141,1550.0,,,,
511,10/04/19 08:00:00 PM,12.401,0.0,,,,
512,10/05/19 12:00:00 AM,8.680,0.0,,,,
513,10/05/19 04:00:00 AM,4.831,0.0,,,,
514,10/05/19 08:00:00 AM,3.893,527.4,,,,
515,10/05/19 12:00:00 PM,9.768,6200.0,,,,
516,10/05/19 04:00:00 PM,12.594,5166.7,,,,
517,10/05/19 08:00:00 PM,10.161,0.0,,,,
518,10/06/19 12:00:00 AM,10.455,0.0,,,,
519,10/06/19 04:00:00 AM,11.139,0.0,,,,
520,10/06/19 08:00:00 AM,11.528,107.6,,,,
521,10/06/19 12:00:00 PM,14.421,1894.5,,,,
522,10/06/19 04:00:00 PM,16.713,699.7,,,,
523,10/06/19 08:00:00 PM,16.237,0.0,,,,
524,10/07/19 12:00:00 AM,15.664,0.0,,,,
525,10/07/19 04:00:00 AM,15.378,0.0,,,,
526,10/07/19 08:00:00 AM,14.613,279.9,,,,
527,10/07/19 12:00:00 PM,13.750,1313.2,,,,
528,10/07/19 04:00:00 PM,12.013,322.9,,,,
529,10/07/19 08:00:00 PM,10.944,0.0,,,,
530,10/08/19 12:00:00 AM,9.472,0.0,,,,
531,10/08/19 04:00:00 AM,8.581,0.0,,,,
532,10/08/19 08:00:00 AM,8.680,366.0,,,,
533,10/08/19 12:00:00 PM,10.748,3788.9,,,,
534,10/08/19 04:00:00 PM,12.207,1894.5,,,,
535,10/08/19 08:00:00 PM,9.768,0.0,,,,
536,10/09/19 12:00:00 AM,7.983,0.0,,,,
537,10/09/19 04:00:00 AM,8.680,0.0,,,,
538,10/09/19 08:00:00 AM,6.573,236.8,,,,
539,10/09/19 12:00:00 PM,13.173,6200.0,,,,
540,10/09/19 04:00:00 PM,15.282,2755.6,,,,
541,10/09/19 08:00:00 PM,10.259,0.0,,,,
542,10/10/19 12:00:00 AM,6.877,0.0,,,,
543,10/10/19 04:00:00 AM,4.727,0.0,,,,
544,10/10/19 08:00:00 AM,2.517,236.8,,,,
545,10/10/19 12:00:00 PM,15.282,6544.5,,,,
546,10/10/19 04:00:00 PM,17.284,2755.6,,,,
547,10/10/19 08:00:00 PM,11.041,0.0,,,,
548,10/11/19 12:00:00 AM,7.179,0.0,,,,
549,10/11/19 04:00:00 AM,5.141,0.0,,,,
550,10/11/19 08:00:00 AM,3.788,215.3,,,,
551,10/11/19 12:00:00 PM,15.569,6200.0,,,,
552,10/11/19 04:00:00 PM,17.855,2669.5,,,,
553,10/11/19 08:00:00 PM,10.259,0.0,,,,
554,10/12/19 12:00:00 AM,7.079,0.0,,,,
555,10/12/19 04:00:00 AM,7.582,0.0,,,,
556,10/12/19 08:00:00 AM,9.077,43.1,,,,
557,10/12/19 12:00:00 PM,12.401,1022.6,,,,
558,10/12/19 04:00:00 PM,12.110,2927.8,,,,
559,10/12/19 08:00:00 PM,6.471,0.0,,,,
560,10/13/19 12:00:00 AM,3.578,0.0,,,,
561,10/13/19 04:00:00 AM,0.784,0.0,,,,
562,10/13/19 08:00:00 AM,-0.549,344.4,,,,
563,10/13/19 12:00:00 PM,11.431,5166.7,,,,
564,10/13/19 04:00:00 PM,14.230,2927.8,,,,
565,10/13/19 08:00:00 PM,7.882,0.0,,,,
566,10/14/19 12:00:00 AM,2.943,0.0,,,,
567,10/14/19 04:00:00 AM,1.439,0.0,,,,
568,10/14/19 08:00:00 AM,1.764,215.3,,,,
569,10/14/19 12:00:00 PM,13.846,6544.5,,,,
570,10/14/19 04:00:00 PM,15.569,2927.8,,,,
571,10/14/19 08:00:00 PM,9.275,0.0,,,,
572,10/15/19 12:00:00 AM,4.519,0.0,,,,
573,10/15/19 04:00:00 AM,1.980,0.0,,,,
574,10/15/19 08:00:00 AM,1.330,495.1,,,,
575,10/15/19 12:00:00 PM,13.750,7233.4,,,,
576,10/15/19 04:00:00 PM,16.237,2927.8,,,,
577,10/15/19 08:00:00 PM,11.431,0.0,,,,
578,10/16/19 12:00:00 AM,9.965,0.0,,,,
579,10/16/19 04:00:00 AM,7.179,0.0,,,,
580,10/16/19 08:00:00 AM,10.553,129.2,,,,
581,10/16/19 12:00:00 PM,9.077,904.2,,,,
582,10/16/19 04:00:00 PM,6.775,721.2,,,,
583,10/16/19 08:00:00 PM,4.623,0.0,,,,
584,10/17/19 12:00:00 AM,4.415,0.0,,,,
585,10/17/19 04:00:00 AM,4.207,0.0,,,,
586,10/17/19 08:00:00 AM,3.367,150.7,,,,
587,10/17/19 12:00:00 PM,4.102,3272.2,,,,
588,10/17/19 04:00:00 PM,5.655,1097.9,,,,
589,10/17/19 08:00:00 PM,5.037,0.0,,,,
590,10/18/19 12:00:00 AM,4.207,0.0,,,,
591,10/18/19 04:00:00 AM,3.472,0.0,,,,
592,10/18/19 08:00:00 AM,3.049,979.5,,,,
593,10/18/19 12:00:00 PM,6.978,3272.2,,,,
594,10/18/19 04:00:00 PM,9.176,3616.7,,,,
595,10/18/19 08:00:00 PM,3.788,0.0,,,,
596,10/19/19 12:00:00 AM,-0.102,0.0,,,,
597,10/19/19 04:00:00 AM,-1.228,0.0,,,,
598,10/19/19 08:00:00 AM,-2.377,193.8,,,,
599,10/19/19 12:00:00 PM,10.259,8266.7,,,,
600,10/19/19 04:00:00 PM,12.013,2152.8,,,,
601,10/19/19 08:00:00 PM,8.182,0.0,,,,
602,10/20/19 12:00:00 AM,7.682,0.0,,,,
603,10/20/19 04:00:00 AM,7.481,0.0,,,,
604,10/20/19 08:00:00 AM,7.179,75.3,,,,
605,10/20/19 12:00:00 PM,10.357,2669.5,,,,
606,10/20/19 04:00:00 PM,11.139,2669.5,,,,
607,10/20/19 08:00:00 PM,10.161,0.0,,,,
608,10/21/19 12:00:00 AM,9.275,0.0,,,,
609,10/21/19 04:00:00 AM,5.860,0.0,,,,
610,10/21/19 08:00:00 AM,3.155,279.9,,,,
611,10/21/19 12:00:00 PM,11.722,8611.2,,,,
612,10/21/19 04:00:00 PM,14.613,2927.8,,,,
613,10/21/19 08:00:00 PM,11.334,0.0,,,,
614,10/22/19 12:00:00 AM,10.846,0.0,,,,
615,10/22/19 04:00:00 AM,11.041,0.0,,,,
616,10/22/19 08:00:00 AM,10.944,43.1,,,,
617,10/22/19 12:00:00 PM,11.528,538.2,,,,
618,10/22/19 04:00:00 PM,11.528,1463.9,,,,
619,10/22/19 08:00:00 PM,7.682,0.0,,,,
620,10/23/19 12:00:00 AM,5.655,0.0,,,,
621,10/23/19 04:00:00 AM,4.727,0.0,,,,
622,10/23/19 08:00:00 AM,3.998,183.0,,,,
623,10/23/19 12:00:00 PM,9.077,6544.5,,,,
624,10/23/19 04:00:00 PM,10.357,3100.0,,,,
625,10/23/19 08:00:00 PM,4.311,0.0,,,,
626,10/24/19 12:00:00 AM,0.893,0.0,,,,
627,10/24/19 04:00:00 AM,-0.213,0.0,,,,
628,10/24/19 08:00:00 AM,-0.549,172.2,,,,
629,10/24/19 12:00:00 PM,13.269,6544.5,,,,
630,10/24/19 04:00:00 PM,15.760,2927.8,,,,
631,10/24/19 08:00:00 PM,7.280,0.0,,,,
632,10/25/19 12:00:00 AM,3.155,0.0,,,,
633,10/25/19 04:00:00 AM,1.003,0.0,,,,
634,10/25/19 08:00:00 AM,1.439,312.2,,,,
635,10/25/19 12:00:00 PM,11.819,4305.6,,,,
636,10/25/19 04:00:00 PM,14.421,2497.2,,,,
637,10/25/19 08:00:00 PM,10.357,0.0,,,,
638,10/26/19 12:00:00 AM,8.978,0.0,,,,
639,10/26/19 04:00:00 AM,5.757,0.0,,,,
640,10/26/19 08:00:00 AM,6.268,53.8,,,,
641,10/26/19 12:00:00 PM,9.866,2927.8,,,,
642,10/26/19 04:00:00 PM,9.965,699.7,,,,
643,10/26/19 08:00:00 PM,8.879,0.0,,,,
644,10/27/19 12:00:00 AM,9.373,0.0,,,,
645,10/27/19 04:00:00 AM,11.041,0.0,,,,
646,10/27/19 08:00:00 AM,11.916,64.6,,,,
647,10/27/19 12:00:00 PM,14.613,9644.5,,,,
648,10/27/19 04:00:00 PM,15.378,2927.8,,,,
649,10/27/19 08:00:00 PM,10.944,0.0,,,,
650,10/28/19 12:00:00 AM,9.373,0.0,,,,
651,10/28/19 04:00:00 AM,6.674,0.0,,,,
652,10/28/19 08:00:00 AM,3.155,139.9,,,,
653,10/28/19 12:00:00 PM,14.421,6544.5,,,,
654,10/28/19 04:00:00 PM,15.760,2927.8,,,,
655,10/28/19 08:00:00 PM,10.748,0.0,,,,
656,10/29/19 12:00:00 AM,8.182,0.0,,,,
657,10/29/19 04:00:00 AM,6.166,0.0,,,,
658,10/29/19 08:00:00 AM,4.623,139.9,,,,
659,10/29/19 12:00:00 PM,15.091,2152.8,,,,
660,10/29/19 04:00:00 PM,16.903,1808.3,,,,
661,10/29/19 08:00:00 PM,12.883,0.0,,,,
662,10/30/19 12:00:00 AM,9.472,0.0,,,,
663,10/30/19 04:00:00 AM,9.669,0.0,,,,
664,10/30/19 08:00:00 AM,10.846,226.0,,,,
665,10/30/19 12:00:00 PM,12.401,1550.0,,,,
666,10/30/19 04:00:00 PM,13.076,473.6,,,,
667,10/30/19 08:00:00 PM,12.787,0.0,,,,
668,10/31/19 12:00:00 AM,13.269,0.0,,,,
669,10/31/19 04:00:00 AM,13.942,0.0,,,,
670,10/31/19 08:00:00 AM,14.230,150.7,,,,
671,10/31/19 12:00:00 PM,17.665,1550.0,,,,
672,10/31/19 04:00:00 PM,18.616,64.6,,,,
673,10/31/19 08:00:00 PM,10.161,0.0,,,,
674,11/01/19 12:00:00 AM,1.221,0.0,,,,
675,11/01/19 04:00:00 AM,0.010,0.0,,,,
676,11/01/19 08:00:00 AM,-0.325,21.5,,,,
677,11/01/19 12:00:00 PM,1.656,11711.2,,,,
678,11/01/19 04:00:00 PM,14.421,0.0,,,,
679,11/01/19 08:00:00 PM,21.473,0.0,,,,
680,11/02/19 12:00:00 AM,21.187,0.0,,,,
681,11/02/19 04:00:00 AM,20.996,0.0,,,,
682,11/02/19 08:00:00 AM,20.710,0.0,,,,
683,11/02/19 12:00:00 PM,21.091,0.0,,,,
684,11/02/19 04:00:00 PM,20.996,0.0,,,,
685,11/02/19 08:00:00 PM,20.805,0.0,,,,
686,11/03/19 12:00:00 AM,20.805,0.0,,,,
687,11/03/19 04:00:00 AM,20.805,0.0,,,,
688,11/03/19 08:00:00 AM,20.710,0.0,,,,
689,11/03/19 12:00:00 PM,20.901,10.8,,,,
690,11/03/19 04:00:00 PM,21.473,0.0,,,,
691,11/03/19 08:00:00 PM,21.091,0.0,,,,
692,11/04/19 12:00:00 AM,20.996,0.0,,,,
693,11/04/19 04:00:00 AM,20.805,0.0,,,,
694,11/04/19 08:00:00 AM,20.710,0.0,,,,
695,11/04/19 12:00:00 PM,21.473,0.0,,,,
696,11/04/19 04:00:00 PM,22.525,21.5,,,,
697,11/04/19 08:00:00 PM,22.908,0.0,,,,
698,11/05/19 12:00:00 AM,21.664,0.0,,,,
699,11/05/19 04:00:00 AM,21.473,0.0,,,,
700,11/05/19 08:00:00 AM,21.091,0.0,,,,
701,11/05/19 12:00:00 PM,21.091,0.0,,,,
702,11/05/19 04:00:00 PM,21.951,0.0,,,,
703,11/05/19 08:00:00 PM,21.951,0.0,,,,
704,11/06/19 12:00:00 AM,21.664,0.0,,,,
705,11/06/19 04:00:00 AM,21.473,0.0,,,,
706,11/06/19 08:00:00 AM,21.664,0.0,,,,
707,11/06/19 12:00:00 PM,21.760,10.8,,,,
708,11/06/19 04:00:00 PM,22.429,64.6,,,,
709,11/06/19 08:00:00 PM,22.238,0.0,,,,
710,11/07/19 12:00:00 AM,21.760,0.0,,,,
711,11/07/19 04:00:00 AM,21.378,0.0,,,,
712,11/07/19 08:00:00 AM,21.187,0.0,,,,
713,11/07/19 12:00:00 PM,21.378,0.0,,,,
714,11/07/19 04:00:00 PM,21.569,0.0,,,,
715,11/07/19 08:00:00 PM,22.238,0.0,,,,
716,11/08/19 12:00:00 AM,21.951,0.0,,,,
717,11/08/19 04:00:00 AM,21.473,0.0,,,,
718,11/08/19 08:00:00 AM,20.996,0.0,,,,
719,11/08/19 12:00:00 PM,20.901,0.0,,,,
720,11/08/19 04:00:00 PM,21.187,0.0,,,,
721,11/08/19 08:00:00 PM,20.996,0.0,,,,
722,11/09/19 12:00:00 AM,20.805,0.0,,,,
723,11/09/19 04:00:00 AM,20.615,0.0,,,,
724,11/09/19 08:00:00 AM,20.424,0.0,,,,
725,11/09/19 12:00:00 PM,20.710,0.0,,,,
726,11/09/19 04:00:00 PM,20.805,0.0,,,,
727,11/09/19 08:00:00 PM,20.805,0.0,,,,
728,11/10/19 12:00:00 AM,20.805,0.0,,,,
729,11/10/19 04:00:00 AM,20.805,0.0,,,,
730,11/10/19 08:00:00 AM,20.901,0.0,,,,
731,11/10/19 12:00:00 PM,21.187,0.0,,,,
732,11/10/19 04:00:00 PM,21.091,0.0,,,,
733,11/10/19 08:00:00 PM,21.187,0.0,,,,
734,11/11/19 12:00:00 AM,21.378,0.0,,,,
735,11/11/19 04:00:00 AM,21.473,0.0,,,,
736,11/11/19 08:00:00 AM,21.473,0.0,,,,
737,11/11/19 12:00:00 PM,21.569,0.0,,,,
738,11/11/19 04:00:00 PM,21.951,0.0,,,,
739,11/11/19 08:00:00 PM,22.333,0.0,,,,
740,11/12/19 12:00:00 AM,22.142,0.0,,,,
741,11/12/19 04:00:00 AM,22.046,0.0,,,,
742,11/12/19 08:00:00 AM,21.951,0.0,,,,
743,11/12/19 12:00:00 PM,21.855,0.0,,,,
744,11/12/19 04:00:00 PM,22.621,96.9,,,,
745,11/12/19 08:00:00 PM,20.329,0.0,,,,
746,11/13/19 12:00:00 AM,20.996,0.0,,,,
747,11/13/19 04:00:00 AM,20.329,0.0,,,,
748,11/13/19 08:00:00 AM,19.282,0.0,,,,
749,11/13/19 12:00:00 PM,19.948,0.0,,,,
750,11/13/19 04:00:00 PM,22.142,0.0,,,,
751,11/13/19 08:00:00 PM,19.187,0.0,,,,
752,11/14/19 12:00:00 AM,20.424,0.0,,,,
753,11/14/19 04:00:00 AM,19.187,0.0,,,,
754,11/14/19 08:00:00 AM,17.950,0.0,,,,
755,11/14/19 12:00:00 PM,21.282,0.0,,,,
756,11/14/19 04:00:00 PM,20.805,0.0,,,,
757,11/14/19 08:00:00 PM,21.569,0.0,,,,
758,11/15/19 12:00:00 AM,21.855,0.0,,,,
759,11/15/19 04:00:00 AM,19.282,0.0,,,,
760,11/15/19 08:00:00 AM,18.236,0.0,,,,
761,11/15/19 12:00:00 PM,22.621,0.0,,,,
762,11/15/19 04:00:00 PM,23.484,0.0,,,,
763,11/15/19 08:00:00 PM,23.100,0.0,,,,
764,11/16/19 12:00:00 AM,22.142,0.0,,,,
765,11/16/19 04:00:00 AM,20.805,0.0,,,,
766,11/16/19 08:00:00 AM,18.996,0.0,,,,
767,11/16/19 12:00:00 PM,20.519,0.0,,,,
768,11/16/19 04:00:00 PM,23.292,0.0,,,,
769,11/16/19 08:00:00 PM,23.388,0.0,,,,
770,11/17/19 12:00:00 AM,22.908,0.0,,,,
771,11/17/19 04:00:00 AM,19.948,0.0,,,,
772,11/17/19 08:00:00 AM,18.901,0.0,,,,
773,11/17/19 12:00:00 PM,19.092,0.0,,,,
774,11/17/19 02:57:57 PM,,,Logged,,,
775,11/17/19 02:57:59 PM,,,,Logged,,
776,11/17/19 02:58:10 PM,,,,,Logged,Logged
