Row,page,site,pp,ss,session,date,plot,board,species,svl,tl,mass,tail,testes,snout,cirri,eggs,Neggs,sex,morph,recap,mark1,mark2,markf,notes,flag,id,Resolution,Fixed by,Comments
1134,,Piney,5,1,17,2019-04-20,5,D6,PCIN,43.5,77.6,0.77,N,,cirri,1,,NA,M,S,R,XYXY,XYXY,XYXY,NA,NA,XYXY,NA,NA,NA
1135,,Piney,5,1,17,2019-04-20,5,E5,PCIN,42.1,72.2,0.8,Y,,cirri,1,,NA,M,S,R,XYYR,XYYR,XYYR,2nd pos. y spec. Could be XYXR if Y moved,NA,XYYR,NA,NA,NA
1136,,Piney,5,1,17,2019-04-20,5,B0,PCIN,33.06,62.28,0.6,Y,,NA,0,,NA,U,S,N,YYOX,YYOX,YYOX,NA,NA,YYOX,NA,NA,NA
1137,,Piney,5,1,17,2019-04-20,5,E8,PCIN,39.95,68.96,0.86,N,,cirri,1,,NA,M,L,N,YYOX,YYOX,YYOX,NA,NA,YYOX,NA,NA,NA
1138,,Piney,5,1,15,2019-04-20,6,B6,PCIN,39.91,74.91,0.9,Y,,cirri,1,,0,F,S,N,BBBR,BBBR,BBBR,NA,NA,BBBR,NA,NA,NA
1139,,Piney,5,1,15,2019-04-20,6,E7,PCIN,40.96,81.5,1.03,N,,NA,0,,NA,M,S,R,BXYB,BXYB,BXYB,Blue floats + Y float,NA,BXYB,NA,NA,unable to see handwriting
1140,,Piney,5,1,15,2019-04-20,6,B3,cents,NA,NA,NA,NA,,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1141,,Piney,5,1,15,2019-04-20,6,B4,ants,NA,NA,NA,NA,,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1142,,Piney,5,1,15,2019-04-20,6,C3,ants,NA,NA,NA,NA,,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1143,,Piney,5,1,15,2019-04-20,6,A4,PCIN,38.82,67.27,0.89,Y,,NA,0,,NA,M,S,R,OXXY,OXXY,OXXY,O moved down,NA,OXXY,NA,NA,NA
1144,,Piney,5,1,15,2019-04-20,6,C8,PCIN,46.2,83.6,1.28,N,,NA,0,,8,F,S,R,OYXO,OYXO,OYXO,OY are specs + floaters,NA,OYXO,NA,NA,NA
1145,,Piney,5,1,15,2019-04-20,6,D6,PCIN,41.96,77.31,1.2,N,,cirri,1,,8,F,S,R,ROYY,ROYY,ROYY,R +Y floaters orange long mark,NA,ROYY,NA,NA,unable to see handwriting
1146,,Piney,5,1,15,2019-04-20,6,E0,PCIN,39.1,43.5,0.52,Y,,cirri,1,,NA,M,S,R,RRRY,RRRY,RRRY,marks broken up,NA,RRRY,NA,NA,NA
1147,,Piney,5,1,15,2019-04-20,6,D2,PCIN,37.75,46.76,0.82,Y,,cirri,1,,6,F,S,R,RYRO,RYRO,RYRO,"Y moved down, R +O floater",NA,RYRO,NA,NA,NA
1148,,Piney,5,1,15,2019-04-20,6,E4,PCIN,37.9,68.3,0.71,Y,,NA,0,,0,F,S,R,XORX,XORX,XORX,NA,NA,XORX,NA,NA,NA
1149,,Piney,5,1,15,2019-04-20,6,B8,PCIN,46.9,75.1,1.2,N,,NA,0,,10,F,S,R,XOXR,XOXR,XOXR,2 floaters,NA,XOXR,NA,NA,NA
1150,,Piney,5,1,15,2019-04-20,6,E1,PCIN,34.1,66.9,0.52,N,,NA,0,,NA,U,S,N,XROY,XROY,XROY,NA,NA,XROY,NA,NA,NA
1151,,Piney,5,1,15,2019-04-20,6,C7,PCIN,37.7,65.88,0.69,N,,NA,0,,NA,M,S,R,XXOX,XXOX,XXOX,NA,NA,XXOX,NA,NA,NA
1152,,Piney,5,1,15,2019-04-20,6,C0,PCIN,35.9,15.7,0.68,N,,cirri,1,,NA,M,S,R,XXOY,XXOY,XXOY,cirri- small,NA,XXOY,NA,NA,NA
1153,,Piney,5,1,15,2019-04-20,6,C5,PCIN,40.5,49.9,0.61,Y,,cirri,1,,NA,M,S,R,XXRX,XXRX,XXRX,R floats,NA,XXRX,NA,NA,NA
1154,,Piney,5,1,15,2019-04-20,6,E3,PCIN,41.2,72.9,0.88,Y,,NA,0,,0,F,S,R,XYRR,XYRR,XYRR,"Y moved down, R3 floats",NA,XYRR,NA,NA,NA
1155,,Piney,5,2,18,2019-04-27,1,A6,PCIN,46.8,51.9,0.95,Y,,NA,0,,8,F,S,R,BXRR,BXRR,BXRR,NA,NA,BXRR,NA,NA,Unable to see handwriting on hardcopy
1156,,Piney,5,2,18,2019-04-27,1,D7,PCIN,39.9,69.9,0.74,N,,cirri,1,,NA,M,S,R,ORYO,ORYO,ORYO,NA,NA,ORYO,NA,NA,NA
1157,,Piney,5,2,18,2019-04-27,1,E0,PCIN,40.9,67.6,0.79,Y,,cirri,1,,NA,M,S,R,OXXR,OXXR,OXXR,NA,NA,OXXR,NA,NA,NA
1158,,Piney,5,2,18,2019-04-27,1,A5,PCIN,37.4,66,0.64,N,,NA,0,,NA,M,S,R,RRRR,RRRR,RRRR,NA,NA,RRRR,NA,NA,NA
1159,,Piney,5,2,18,2019-04-27,1,A4,PCIN,40.7,62,0.74,Y,,cirri,1,,NA,M,S,R,RRRY,RRRY,RRRY,migrated colors,NA,RRRY,NA,NA,NA
1160,,Piney,5,2,18,2019-04-27,1,E9,PCIN,30.1,61.2,0.57,Y,,NA,0,,NA,M,S,N,RXOO,RXOO,RXOO,NA,NA,RXOO,NA,NA,NA
1161,,Piney,5,2,18,2019-04-27,1,B1,PCIN,41.1,50.2,1.01,Y,,NA,0,,9,F,S,N,RXOR,RXOR,RXOR,NA,NA,RXOR,NA,NA,NA
1162,,Piney,5,2,18,2019-04-27,1,A7,PCIN,44.7,77.6,1.1,Y,,NA,0,,11,F,S,N,RXOX,RXOX,RXOX,NA,NA,RXOX,NA,NA,NA
1163,,Piney,5,2,18,2019-04-27,1,A8,PCIN,29.9,57.9,0.63,N,,NA,0,,NA,F,S,N,RXRO,RXRO,RXRO,NA,NA,RXRO,NA,NA,NA
1164,,Piney,5,2,18,2019-04-27,1,E0,PCIN,41.5,85.1,1.26,N,,NA,0,,12,F,S,R,RXXR,RXXR,RXXR,NA,NA,RXXR,NA,NA,NA
1165,,Piney,5,2,18,2019-04-27,1,C6,PCIN,35.5,68.3,0.6,N,,NA,0,,5,F,S,R,XBXO,XBXO,XBXO,--,NA,XBXO,NA,NA,NA
1166,,Piney,5,2,18,2019-04-27,1,D2,PCIN,41.8,69.4,0.94,N,,NA,0,,6,F,L,R,XOYX,XOYX,XOYX,NA,NA,XOYX,NA,NA,NA
1167,,Piney,5,2,18,2019-04-27,1,E7,PCIN,38.7,72.3,0.98,N,,NA,0,,8,F,S,R,XXXR,XXXR,XXXR,NA,NA,XXXR,NA,NA,NA
1168,,Piney,5,2,18,2019-04-27,1,E4,PCIN,40.9,72.3,0.71,N,,cirri,1,,NA,M,S,R,XYRX,XYRX,XYRX,NA,NA,XYRX,NA,NA,NA
1169,,Piney,5,2,18,2019-04-28,3,B1,PCIN,41.6,80.7,1.01,N,,cirri,1,,NA,M,S,R,BBBB,BBBB,BBBB,NA,NA,BBBB,NA,NA,NA
1170,,Piney,5,2,18,2019-04-28,3,C0,PCIN,38.4,63.4,0.9,Y,,NA,0,,10,F,S,R,BBBY,BBBY,BBBY,NA,NA,BBBY,NA,NA,NA
1171,,Piney,5,2,18,2019-04-28,3,D6,PCIN,39.1,78.7,1.21,N,,NA,0,,8,F,S,R,BBOX,BBOX,BBOX,B floater in 3rd pos,NA,BBOX,NA,NA,NA
1172,,Piney,5,2,18,2019-04-28,3,C8,PCIN,40.1,79.2,0.99,Y,,cirri,1,,NA,M,S,R,BXXO,BXXO,BXXO,NA,NA,BXXO,NA,NA,NA
1173,,Piney,5,2,18,2019-04-28,3,E6,cent,NA,NA,NA,NA,,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1174,,Piney,5,2,18,2019-04-28,3,D2,cent,NA,NA,NA,NA,,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1175,,Piney,5,2,18,2019-04-28,3,B7,ants,NA,NA,NA,NA,,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1176,,Piney,5,2,18,2019-04-28,3,A1,ants,NA,NA,NA,NA,,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1177,,Piney,5,2,18,2019-04-28,3,C3,centi,NA,NA,NA,NA,,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1178,,Piney,5,2,18,2019-04-28,3,C4,PCIN,38,65.1,0.63,N,,cirri,1,,NA,M,S,R,XRRX,XRRX,XRRX,NA,NA,XRRX,NA,NA,NA
1179,,Piney,5,2,18,2019-04-28,3,A8,PCIN,41.6,86.5,1.07,N,,cirri,1,,NA,M,S,R,XXYO,XXYO,XXYO,O floater in pos. 4,NA,XXYO,NA,NA,NA
1180,,Piney,5,2,18,2019-04-28,3,A7,PCIN,36.9,48.4,0.7,Y,,NA,0,,NA,U,S,R,XYRX,XYOO,XYOY,"looks like XYOO, tiny dot of orange",NA,XYOY,NA,NA,NA
1181,,Piney,5,2,18,2019-04-28,3,D1,PCIN,39.9,76.6,0.89,Y,,NA,0,,NA,M,S,R,XYYO,XYXO,XYXO,floaters of Y + O,NA,XYXO,NA,NA,NA
1182,,Piney,5,2,18,2019-04-28,4,B1,PCIN,34.9,72.4,0.76,N,,cirri,1,,NA,M,S,R,BBXX,BBXX,BBXX,NA,NA,BBXX,NA,NA,NA
1183,,Piney,5,2,18,2019-04-28,4,C8,cent,NA,NA,NA,NA,,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1184,,Piney,5,2,18,2019-04-28,4,B0,cent,NA,NA,NA,NA,,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1185,,Piney,5,2,18,2019-04-28,4,D9,ants,NA,NA,NA,NA,,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1186,,Piney,5,2,18,2019-04-28,4,A0,centi,NA,NA,NA,NA,,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1187,,Piney,5,2,18,2019-04-28,4,B7,centi,NA,NA,NA,NA,,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1188,,Piney,5,2,18,2019-04-28,4,A6,ants,NA,NA,NA,NA,,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1189,,Piney,5,2,18,2019-04-28,4,A0,PCIN,40.9,80.3,0.97,N,,NA,0,,7,F,S,Y,OOYO,OOYX,OOYX,2nd pos O floating,NA,OOYX,NA,NA,NA
1190,,Piney,5,2,18,2019-04-28,4,A3,PCIN,38.7,70.7,0.93,N,,NA,0,,0,F,S,N,RRYO,NA,RRYO,NA,NA,RRYO,NA,NA,NA
1191,,Piney,5,2,18,2019-04-28,4,E6,PCIN,37.3,73.1,0.86,N,,NA,0,,0,F,S,N,RXOR,NA,RXOR,NA,NA,RXOR,NA,NA,NA
1192,,Piney,5,2,18,2019-04-28,4,E8,PCIN,40.9,84,0.85,N,,cirri,1,,NA,M,S,R,RXXO,RXXO,RXXO,NA,NA,RXXO,NA,NA,NA
1193,,Piney,5,2,18,2019-04-28,4,B4,PCIN,42.1,71.9,0.91,Y,,cirri,1,,NA,M,L,Y,XORX,XORX,XORX,NA,NA,XORX,NA,NA,NA
1194,,Piney,5,2,18,2019-04-28,4,A0,PCIN,36.5,66.5,0.8,Y,,cirri,1,,NA,M,S,R,XOYO,XOYO,XOYO,yellow floater,NA,XOYO,NA,NA,NA
1195,,Piney,5,2,18,2019-04-28,4,A8,PCIN,33.6,63.7,0.5,N,,NA,0,,NA,U,S,N,XROO,XROO,XROO,NA,NA,XROO,NA,NA,NA
1196,,Piney,5,2,18,2019-04-28,4,D1,PCIN,39,74.3,0.88,N,,cirri,1,,NA,M,S,N,XRRO,NA,XRRO,NA,NA,XRRO,NA,NA,NA
1197,,Piney,5,2,18,2019-04-28,4,D1,PCIN,31.6,52.8,0.48,Y,,NA,0,,NA,U,S,N,XRRR,NA,XRRR,NA,NA,XRRR,NA,NA,NA
1198,,Piney,5,2,18,2019-04-28,4,B6,PCIN,40.1,62.7,0.72,Y,,cirri,1,,NA,M,S,R,XRXX,XRXX,XRXX,very internal mark,NA,XRXX,NA,NA,NA
1199,,Piney,5,2,18,2019-04-28,4,E9,PCIN,35.2,70.2,0.59,N,,NA,0,,NA,U,S,N,XRYO,XROY,XRYO,NA,NA,XRYO,NA,NA,NA
1200,,Piney,5,2,18,2019-04-28,4,C7,PCIN,39.3,56.3,1.07,Y,,NA,0,,6,F,S,R,XXOY,XXOY,XXOY,NA,NA,XXOY,NA,NA,NA
1201,,Piney,5,2,18,2019-04-28,4,A8,PCIN,44.1,44.2,1.1,Y,,NA,0,,9,F,S,R,XXRX,XXRX,XXRX,NA,NA,XXRX,NA,NA,NA
1202,,Piney,5,2,18,2019-04-28,4,B1,PCIN,45.3,79,1.2,Y,,NA,0,,8,F,L,R,XXXO,XXXO,XXXO,0 FLOATING,NA,XXXO,NA,NA,NA
1203,,Piney,5,2,18,2019-04-28,4,A2,PCIN,35.7,72.1,0.85,N,,NA,0,,NA,U,S,R,XYRX,XYRX,XYRX,yellow floating,NA,XYRX,NA,NA,NA
1204,,Piney,5,2,18,2019-04-28,4,B5,PCIN,42.6,80.3,1.18,Y,,NA,0,,8,F,S,R,YYYX,YYYX,YYYX,Y floaters,NA,YYYX,NA,NA,NA
1205,,Piney,5,2,18,2019-04-28,5,A8,cent,NA,NA,NA,NA,,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1206,,Piney,5,2,18,2019-04-28,5,D0,ants,NA,NA,NA,NA,,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1207,,Piney,5,2,18,2019-04-28,5,E0,ants,NA,NA,NA,NA,,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1208,,Piney,5,2,18,2019-04-28,5,E2,centi,NA,NA,NA,NA,,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1209,,Piney,5,2,18,2019-04-28,5,D1,ants,NA,NA,NA,NA,,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1210,,Piney,5,2,18,2019-04-28,5,A2,PCIN,41,77.3,0.88,N,,cirri,1,,NA,M,S,R,RRXR,RRXR,RRXR,NA,NA,RRXR,NA,NA,NA
1211,,Piney,5,2,18,2019-04-28,5,D0,PCIN,35.4,71.8,0.57,N,,NA,0,,NA,U,S,R,RXOX,RXOX,RXOX,NA,NA,RXOX,NA,NA,NA
1212,,Piney,5,2,18,2019-04-28,5,C3,PCIN,39.4,84.6,1.36,N,,NA,0,,10,F,S,R,RXXX,RXXX,RXXX,NA,NA,RXXX,NA,NA,NA
1213,,Piney,5,2,18,2019-04-28,5,E8,PCIN,39.5,76.5,0.93,Y,,NA,0,,7,F,S,N,RYOO,NA,RYOO,NA,NA,RYOO,NA,NA,NA
1214,,Piney,5,2,18,2019-04-28,5,E3,PCIN,34.3,59.8,0.63,Y,,NA,0,,NA,U,S,N,RYOR,NA,RYOR,NA,NA,RYOR,NA,NA,NA
1215,,Piney,5,2,18,2019-04-28,5,C0,PCIN,28,61.4,0.34,N,,NA,0,,NA,U,S,N,RYOY,RYOY,RYOY,NA,NA,RYOY,NA,NA,NA
1216,,Piney,5,2,18,2019-04-28,5,A3,PCIN,35.9,67.6,0.72,Y,,cirri,1,,NA,M,S,N,RYRO,RYRO,RYRO,NA,NA,RYRO,NA,NA,NA
1217,,Piney,5,2,18,2019-04-28,5,C3,PCIN,27.8,50.2,0.38,N,,NA,0,,NA,U,S,N,RYXX,RYXX,RYXX,NA,NA,RYXX,NA,NA,NA
1218,,Piney,5,2,18,2019-04-28,5,C9,PCIN,42.9,68,1.05,Y,,NA,0,,7,F,S,R,XBBY,XBBY,XBBY,NA,NA,XBBY,NA,NA,NA
1219,,Piney,5,2,18,2019-04-28,5,B4,PCIN,44.6,81,1.26,N,,NA,0,,9,F,S,R,XOOX,XOOX,XOOX,NA,NA,XOOX,NA,NA,NA
1220,,Piney,5,2,18,2019-04-28,5,E0,PCIN,41.2,76.5,0.95,Y,,cirri,1,,NA,M,S,R,XORO,XORO,XORO,NA,NA,XORO,NA,NA,NA
1221,,Piney,5,2,18,2019-04-28,5,E7,PCIN,36.5,76.4,0.76,N,,cirri,1,,NA,M,S,R,XOYX,XOYX,XOYX,NA,NA,XOYX,NA,NA,NA
1222,,Piney,5,2,18,2019-04-28,5,D3,PCIN,39.3,80,0.78,N,,cirri,1,,NA,M,S,R,XRXO,XRXO,XRXO,courting?,NA,XRXO,NA,NA,NA
1223,,Piney,5,2,18,2019-04-28,5,E5,PCIN,37.3,57.2,0.69,Y,,NA,0,,0,F,S,R,XRXX,XRXX,XRXX,NA,NA,XRXX,NA,NA,NA
1224,,Piney,5,2,18,2019-04-28,5,C7,PCIN,49.6,87,1.37,N,,NA,0,,8,F,S,R,XXRR,XXRR,XXRR,NA,NA,XXRR,NA,NA,NA
1225,,Piney,5,2,18,2019-04-28,5,E5,PCIN,42.4,46.9,0.79,Y,,NA,0,,6,F,S,R,XXYY,XXYY,XXYY,huge yellow floaters,NA,XXYY,NA,NA,NA
1226,,Piney,5,2,18,2019-04-28,5,D2,PCIN,41.5,75.6,1.1,N,,NA,0,,8,F,S,R,XYXX,XYXX,XYXX,NA,NA,XYXX,NA,NA,NA
1227,,Piney,5,2,18,2019-04-28,5,E4,PCIN,41,63.6,1.12,Y,,NA,0,,NA,U,NA,N,XYYY,XYYY,XYYY,NA,NA,XYYY,NA,NA,NA
1228,,Piney,5,2,18,2019-04-28,5,D3,PCIN,44.2,87.1,1.37,N,,NA,0,,10,F,S,R,YOOY,YOOY,YOOY,courting,NA,YOOY,NA,NA,NA
1229,,Piney,5,2,18,2019-04-28,5,A0,PCIN,38,73.1,0.65,N,,cirri,1,,NA,M,S,R,YROO,YROO,YROO,"0 floaters, ytiny yellow flow",NA,YROO,NA,NA,NA
1230,,Piney,5,2,18,2019-04-28,5,D7,PCIN,45.7,83.5,1.19,Y,,NA,0,,8,F,S,R,YXXR,YXXR,YXXR,NA,NA,YXXR,NA,NA,NA
1231,,Piney,5,2,18,2019-04-28,5,E9,PCIN,38.8,66.5,0.75,Y,,cirri,1,,NA,M,L,R,YYOO,YYOO,YYOO,NA,NA,YYOO,NA,NA,NA
1232,,Piney,5,2,18,2019-04-28,5,B0,PCIN,31.2,58.5,0.53,Y,,NA,0,,NA,U,S,R,YYOX,YYOX,YYOX,NA,NA,YYOX,NA,NA,NA
1233,,Piney,5,2,16,2019-04-28,6,E7,PCIN,43.6,80.7,1.04,N,,cirri,1,,NA,M,S,R,BXYB,BXYB,BXYB,Y floater,NA,BXYB,NA,NA,NA
1234,,Piney,5,2,16,2019-04-28,6,A4,cent,NA,NA,NA,NA,,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1235,,Piney,5,2,16,2019-04-28,6,B7,cent,NA,NA,NA,NA,,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1236,,Piney,5,2,16,2019-04-28,6,B4,ants,NA,NA,NA,NA,,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1237,,Piney,5,2,16,2019-04-28,6,D9,centi,NA,NA,NA,NA,,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1238,,Piney,5,2,16,2019-04-28,6,D8,centi,NA,NA,NA,NA,,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1239,,Piney,5,2,16,2019-04-28,6,C9,centi,NA,NA,NA,NA,,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1240,,Piney,5,2,16,2019-04-28,6,C1,centi,NA,NA,NA,NA,,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1241,,Piney,5,2,16,2019-04-28,6,C3,centi,NA,NA,NA,NA,,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1242,,Piney,5,2,16,2019-04-28,6,C1,PCIN,40.12,79.8,1.09,N,,NA,0,,6,F,S,N,OYOY,OYOY,OYOY,NA,NA,OYOY,NA,NA,NA
1243,,Piney,5,2,16,2019-04-28,6,E0,PCIN,38,68,0.5,N,,NA,0,,0,F,S,N,OYRY,OYRY,OYRY,NA,NA,OYRY,NA,NA,NA
1244,,Piney,5,2,16,2019-04-28,6,D6,PCIN,42.2,78.4,1.18,Y,,NA,0,,8,F,S,R,ROYY,ROYY,ROYY,O is long mark,NA,ROYY,NA,NA,NA
1245,,Piney,5,2,16,2019-04-28,6,E2,PCIN,42.4,81.7,1.25,N,,NA,0,,8,F,S,R,RRRY,RRRY,RRRY,NA,NA,RRRY,NA,NA,NA
1246,,Piney,5,2,16,2019-04-28,6,C2,PCIN,37.5,61.8,0.79,Y,,NA,0,,8,F,S,R,RXXX,RXXR,RXXR,R floater could be RXXX,NA,RXXR,NA,NA,NA
1247,,Piney,5,2,16,2019-04-28,6,D2,PCIN,40.6,50.3,0.71,Y,,NA,0,,6,F,S,R,RYRO,RYRO,RYRO,mottled back Y2 red floater,NA,RYRO,NA,NA,NA
1248,,Piney,5,2,16,2019-04-28,6,E4,PCIN,37.8,68.3,0.77,Y,,NA,0,,0,F,S,R,XORX,XORO,XORO,4th pos O moves- original XORX,NA,XORO,NA,NA,NA
1249,,Piney,5,2,16,2019-04-28,6,B8,PCIN,44.8,78.7,1.19,N,,NA,0,,7,F,S,R,XOXR,XOXR,XOXR,R floater,NA,XOXR,NA,NA,NA
1250,,Piney,5,2,16,2019-04-28,6,C6,PCIN,33,65.8,0.67,N,,cirri,1,,NA,M,S,R,XXOX,XXOX,XXOX,NA,NA,XXOX,NA,NA,NA
1251,,Piney,5,2,16,2019-04-28,6,E5,PCIN,38.2,51.2,0.61,Y,,cirri,1,,NA,M,S,R,XXRX,XXRX,XXRX,R floats,NA,XXRX,NA,NA,NA
1252,,Piney,5,2,16,2019-04-28,6,E2,PCIN,40,73.1,0.77,N,,NA,0,,0,F,S,R,XYRR,XYRR,XYRR,"Y2 moves down, R floater",NA,XYRR,NA,NA,NA
1253,,Piney,5,3,19,2019-05-04,1,B3,PCIN,41.4,50.1,0.99,Y,,NA,0,,7,F,S,R,YXXR,BXXR,BXXR,NA,NA,BXXR,NA,NA,NA
1254,,Piney,5,3,19,2019-05-04,1,D1,ants,NA,NA,NA,NA,,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1255,,Piney,5,3,19,2019-05-04,1,B9,centipedes,NA,NA,NA,NA,,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1256,,Piney,5,3,19,2019-05-04,1,C7,centipedes,NA,NA,NA,NA,,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1257,,Piney,5,3,19,2019-05-04,1,A2,ants,NA,NA,NA,NA,,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1258,,Piney,5,3,19,2019-05-04,1,D7,PCIN,46,73.1,0.69,Y,,cirri,1,,NA,M,S,R,OORY,OORY,OORY,0 floaters,NA,OORY,NA,NA,NA
1259,,Piney,5,3,19,2019-05-04,1,B2,PCIN,39.3,61.9,0.68,Y,,NA,0,,NA,M,S,R,RRXY,RRRY,OORY,"R in tail, RY3 floater",NA,OORY,NA,NA,NA
1260,,Piney,5,3,19,2019-05-04,1,B4,PCIN,35.7,69.1,0.66,N,,cirri,1,,NA,M,S,R,RRRX,RRRX,RRRX,floaters,NA,RRRX,NA,NA,NA
1261,,Piney,5,3,19,2019-05-04,1,A1,PCIN,42.9,51.7,0.89,Y,,NA,0,,7,F,S,R,RXOY,RXOB,RXOB,"R floaters, Y floater",NA,RXOB,NA,NA,NA
1262,,Piney,5,3,19,2019-05-04,1,C3,PCIN,43.6,85.8,1.34,N,,NA,0,,9,F,S,R,YYXO,YYXO,YYXO,NA,NA,YYXO,NA,NA,NA
1263,,Piney,5,2,18,2019-05-04,2,B4,centipedes,NA,NA,NA,NA,,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1264,,Piney,5,2,18,2019-05-04,2,E9,ants,NA,NA,NA,NA,,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1265,,Piney,5,2,18,2019-05-04,2,A6,ants,NA,NA,NA,NA,,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1266,,Piney,5,2,18,2019-05-04,2,A4,2-centipedes,NA,NA,NA,NA,,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1267,,Piney,5,2,18,2019-05-04,2,A2,ants,NA,NA,NA,NA,,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1268,,Piney,5,2,18,2019-05-04,2,A1,ants,NA,NA,NA,NA,,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1269,,Piney,5,2,18,2019-05-04,2,A0,centipedes,NA,NA,NA,NA,,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1270,,Piney,5,2,18,2019-05-04,2,D1,2 centipedes,NA,NA,NA,NA,,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1271,,Piney,5,2,18,2019-05-04,2,D3,cent,NA,NA,NA,NA,,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1272,,Piney,5,2,18,2019-05-04,2,C9,ants,NA,NA,NA,NA,,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1273,,Piney,5,2,18,2019-05-04,2,B7,PCIN,42.8,58.3,0.87,Y,,NA,0,,7,F,S,R,OOOO,OOOO,OOOO,NA,NA,OOOO,NA,NA,NA
1274,,Piney,5,2,18,2019-05-04,2,E4,PCIN,43.4,79.7,0.94,N,,NA,0,,8,F,S,R,OORR,OORR,OORR,NA,NA,OORR,NA,NA,NA
1275,,Piney,5,2,18,2019-05-04,2,C2,PCIN,44.1,71,0.95,N,,NA,0,,9,F,S,R,OXOX,OXOX,OXOX,NA,NA,OXOX,NA,NA,NA
1276,,Piney,5,2,18,2019-05-04,2,C5,PCIN,43.6,83.6,0.95,N,,NA,0,,0,F,S,R,XXRX,XXRX,XXRX,NA,NA,XXRX,NA,NA,NA
1277,,Piney,5,2,18,2019-05-04,2,B6,PCIN,44.6,74.8,0.91,Y,,cirri,1,,NA,M,S,R,YOYY,YOYY,YOYY,0 floaters,NA,YOYY,NA,NA,NA
1278,,Piney,5,2,18,2019-05-04,2,B8,PCIN,41.7,70.1,0.7,Y,,cirrir,0,,NA,M,S,N,YXRX,YYR/OX,YYR/OX,has 0 floater with R,NA,YYR/OX,NA,NA,accident mark over
1279,,Piney,5,3,19,2019-05-04,3,C1,PCIN,43.8,81.4,0.89,N,,cirri,1,,NA,M,S,R,BBBB,BBBB,BBBB,NA,NA,BBBB,NA,NA,NA
