Row,page,site,pp,ss,session,date,plot,board,species,svl,tl,mass,tail,testes,snout,cirri,eggs,Neggs,sex,morph,recap,mark1,mark2,markf,notes,flag,id,Resolution,Fixed by,Comments
1,1,Piney,1,1,1,2017-05-16,1,A3,PCIN,39.5,34.5,0.61,Y,,N,0,,NA,M,S,N,RRRXXX,RRRX,RRRX,NA,Sex,RRRX,Changed sex from U to M,NH,NA
4,1,Piney,1,1,1,2017-05-16,1,D7,PCIN,43,66.5,0.92,Y,,cirri,1,,NA,M,S,N,RRXXXR,RRXR,RRXR,NA,NA,RRXR,NA,NA,NA
2,1,Piney,1,1,1,2017-05-16,1,B2,PCIN,42.5,77.5,1.03,Y,,N,0,,NA,M,S,N,RRXRXX,RRXX,RRXX,NA,Mark,RRXY,Changed mark to RRXY,NH,NA
5,1,Piney,1,1,1,2017-05-16,1,D3,PCIN,35,65.5,0.61,Y,,N,0,,NA,U,S,N,RXRRXX,RXRX,RXRX,NA,NA,RXRX,NA,NA,NA
6,1,Piney,1,1,1,2017-05-16,1,B1,PCIN,38,56,0.58,Y,,N,0,,NA,U,S,N,RXRXRX,RXRX2,RXRX2,NA,NA,RXRX2,NA,NA,NA
9,1,Piney,1,1,1,2017-05-16,2,D1,PCIN,40,42,0.48,Y,,CIRRI,1,,NA,M,S,N,RRXXXO,RRXO,RRXO,DROPPED TAIL DURING MARKING,NA,RRXO,NA,NA,NA
8,1,Piney,1,1,1,2017-05-16,2,E3,PCIN,38,62,0.59,Y,,N,0,,NA,M,S,N,RXRXXR,RXRR,RXRR,NA,sex,RXRR,Changed sex from U to M,NH,NA
7,1,Piney,1,1,1,2017-05-16,2,E0,PCIN,21,26,0.16,Y,,N,0,,NA,U,NA,N,RXXXXX,RXXX,RXXX,NA,NA,RXXX,NA,NA,NA
13,1,Piney,1,1,1,2017-05-16,2,A1,PCIN,41,78.5,1,N,,CIRRI,1,,NA,M,S,N,XXXR,NA,XXXR,NA,NA,XXXR,NA,NA,NA
14,1,Piney,1,1,1,2017-05-16,3,D0,PCIN,37,41.5,0.54,Y,,N,0,,NA,U,S,N,XXRX,NA,XXRX,NA,NA,XXRX,NA,NA,NA
11,1,Piney,1,1,1,2017-05-16,3,A6,PCIN,22.5,39,0.15,N,,N,0,,NA,U,S,N,XXXO,NA,XXXO,NA,NA,XXXO,NA,NA,NA
10,1,Piney,1,1,1,2017-05-16,3,D8,PCIN,42.5,81.5,1.05,N,,N,0,,NA,U,S,N,XXXR,NA,XXXR,NA,NA,XXXR,NA,NA,NA
12,1,Piney,1,1,1,2017-05-16,3,B4,PCIN,39,73,0.68,N,,N,0,,NA,U,S,N,XXXY,NA,XXXY,NA,NA,XXXY,NA,NA,NA
19,1,Piney,1,1,1,2017-05-16,4,C9,PCIN,35.5,61.5,0.65,Y,,N,0,,NA,U,S,N,XXOX,NA,XXOX,NA,NA,XXOX,NA,NA,NA
18,1,Piney,1,1,1,2017-05-16,4,D5,PCIN,44,68.5,1.08,Y,,N,0,,6,F,S,N,XXRX,NA,XXRX,NA,NA,XXRX,NA,NA,NA
16,1,Piney,1,1,1,2017-05-16,4,B2,PCIN,43.5,73,1.18,Y,,N,0,,6,F,L,N,XXXO,NA,XXXO,NA,Morph,XXXO,Changed morph to L,NH,NA
15,1,Piney,1,1,1,2017-05-16,4,D9,PCIN,23.5,39.5,0.19,N,,N,0,,NA,U,S,N,XXXR,NA,XXXR,NA,NA,XXXR,NA,NA,NA
17,1,Piney,1,1,1,2017-05-16,4,A0,PCIN,40.5,79,0.86,N,,CIRRI,1,,NA,M,S,N,XXXY,NA,XXXY,NA,NA,XXXY,NA,NA,NA
22,1,Piney,1,1,1,2017-05-16,4,B0,PCIN,41,75.5,0.83,N,,N,0,,4,F,S,N,XXYO,NA,XXYO,NA,NA,XXYO,NA,NA,NA
21,1,Piney,1,1,1,2017-05-16,4,C0,PCIN,38.5,75,0.72,N,,N,0,,NA,M,S,N,XXYR,NA,XXYR,NA,NA,XXYR,NA,NA,NA
20,1,Piney,1,1,1,2017-05-16,4,A3,PCIN,33,57,0.41,Y,,N,0,,NA,U,S,N,XXYX,NA,XXYX,NA,NA,XXYX,NA,NA,NA
27,1,Piney,1,1,1,2017-05-16,5,D8,PCIN,35,68,0.59,N,,N,0,,NA,U,S,N,XXOX,NA,XXOX,NA,NA,XXOX,NA,NA,NA
29,1,Piney,1,1,1,2017-05-16,5,A1,PCIN,42.5,82,0.92,Y,,N,0,,NA,F,S,N,XXRY,NA,XXRY,NA,sex,XXRY,Changed sex from U to F,NH,NA
24,1,Piney,1,1,1,2017-05-16,5,B0,PCIN,35,63.5,0.64,Y,,N,0,,NA,U,S,N,XXXO,NA,XXXO,NA,NA,XXXO,NA,NA,NA
26,1,Piney,1,1,1,2017-05-16,5,A1,PCIN,42,80,0.79,N,,CIRRI,1,,NA,M,S,N,XXRX,NA,XXXR,NA,NA,XXXR,NA,NA,NA
28,1,Piney,1,1,1,2017-05-16,5,C4,PCIN,34.5,69.5,0.7,Y,,N,0,,NA,M,S,N,XXYX,NA,XXYX,NA,NA,XXYX,NA,NA,NA
23,1,Piney,1,1,1,2017-05-16,5,D1,PCIN,40.5,74.5,0.82,Y,,CIRRI,1,,NA,M,S,N,XXXR,NA,YBXR,NA,NA,YBXR,NA,NA,NA
25,1,Piney,1,1,1,2017-05-16,5,D2,PCIN,39,67,0.73,Y,,N,0,,NA,M,S,N,XXXY,NA,YYYY,NA,NA,YYYY,NA,NA,NA
37,2,Piney,1,1,1,2017-05-16,6,D7,PCIN,34,70.5,0.68,Y,,N,0,,NA,M,S,N,RXRR,NA,RRXR,LIGHT TESTES,NA,RRXR,NA,NA,NA
38,2,Piney,1,1,1,2017-05-16,6,C4,PCIN,44,87.5,1.01,N,,N,0,,6,F,S,N,RXRO,NA,RXRO,NA,NA,RXRO,NA,NA,NA
31,1,Piney,1,1,1,2017-05-16,6,A2,PCIN,35.5,65.5,0.61,Y,,N,0,,NA,U,S,N,XXOX,NA,XXOX,NA,Double mark,XXOXX,Changed mark to XXOXX,NH,NA
34,2,Piney,1,1,1,2017-05-16,6,C8,PCIN,39,66.5,0.78,NA,,N,0,,NA,M,S,N,XXOX,NA,XXOX,NA,Double mark,XXOX,NA,NA,NA
33,2,Piney,1,1,1,2017-05-16,6,B6,PCIN,39,69,0.76,Y,,N,0,,NA,M,TAN,N,XXRX,NA,XXRX,NA,NA,XXRX,NA,NA,NA
30,1,Piney,1,1,1,2017-05-16,6,C9,PCIN,34,62.5,0.53,Y,,N,0,,NA,U,S,N,XXXR,NA,XXXR,NA,sex,XXXR,NA,NA,NA
32,2,Piney,1,1,1,2017-05-16,6,D4,PCIN,41,78,0.8,Y,,CIRRI,1,,NA,M,S,N,XXXY,NA,XXXY,NA,NA,XXXY,NA,NA,NA
36,2,Piney,1,1,1,2017-05-16,6,D9,PCIN,44.5,85.5,1.15,Y,,N,0,,NA,U,S,N,XXYR,NA,XXYR,NA,NA,XXYR,NA,NA,NA
35,2,Piney,1,1,1,2017-05-16,6,D0,PCIN,36,71.5,0.75,N,,N,0,,NA,M,S,N,XXYX,NA,XXYX,NA,NA,XXYX,NA,NA,NA
39,3,Piney,1,2,2,2017-05-23,1,B2,PCIN,40.5,73,0.41,Y,,CIRRI,1,,NA,M,S,R,RRXX,NA,RRXX,ORIGINAL MARK RRXXRX,Mark,RRXY,Changed mark to RRXY,NH,NA
42,3,Piney,1,2,2,2017-05-23,1,B6,PCIN,27,45,0.16,Y,,NA,0,,NA,U,S,N,XYOB,NA,XYOB,NA,NA,XYOB,NA,NA,NA
41,3,Piney,1,2,2,2017-05-23,1,B3,PCIN,41.5,79.5,1.1,N,,NA,0,,NA,U,S,N,XYXY,NA,XYXY,NA,NA,XYXY,NA,NA,NA
40,3,Piney,1,2,2,2017-05-23,1,B3,PCIN,26,42,0.3,N,,NA,0,,NA,U,S,N,YOYX,NA,YOYX,NA,NA,YOYX,NA,NA,NA
46,3,Piney,1,2,2,2017-05-23,2,C4,PCIN,39,77,0.96,Y,,NA,0,,NA,F,S,N,XYOY,NA,XYOY,NA,sex,XYOY,Changed sex from U to F,NH,NA
45,3,Piney,1,2,2,2017-05-23,2,A7,PCIN,40,73,0.91,N,,NA,0,,NA,M,S,N,XYYO,NA,XYYO,NA,NA,XYYO,NA,NA,NA
55,3,Piney,1,2,2,2017-05-23,3,A6,PCIN,22.5,27,0.16,Y,,NA,0,,NA,U,S,R,XXXO,NA,XXXO,NA,NA,XXXO,NA,NA,NA
57,3,Piney,1,2,2,2017-05-23,3,E6,PCIN,35,55,0.71,Y,,CIRRI,1,,NA,M,S,N,XYOB,NA,XYOB,NA,NA,XYOB,NA,NA,NA
56,3,Piney,1,2,2,2017-05-23,3,A6,PCIN,23.5,35.5,0.23,Y,,NA,0,,NA,U,S,N,XYOY,NA,XYOY,NA,NA,XYOY,NA,NA,NA
58,3,Piney,1,2,2,2017-05-23,3,D8,PCIN,36,65,0.71,N,,NA,0,,NA,F,S,N,XYYR,NA,XYYR,NA,sex,XYYR,Changed sex from U to F,NA,NA
60,3,Piney,1,2,2,2017-05-23,4,A3,PCIN,39,77.5,0.88,N,,NA,0,,NA,M,S,R,XXXY,NA,XXXY,NA,NA,XXXY,NA,NA,NA
61,3,Piney,1,2,2,2017-05-23,4,E3,PCIN,35,66,0.7,N,,NA,0,,NA,M,S,N,XYOB,NA,XYOB,NA,sex,XYOB,Changed sex from U to M,NH,NA
59,3,Piney,1,2,2,2017-05-23,4,D2,PCIN,36,65,0.63,N,,NA,0,,NA,F,S,N,XYOY,NA,XYOY,NA,sex,XYOY,Changed sex from U to F,NH,NA
48,3,Piney,1,2,2,2017-05-23,5,A1,PCIN,38,77,0.77,N,,CIRRI,1,,NA,M,S,R,XXXR,NA,XXXR,NA,NA,XXXR,NA,NA,NA
49,3,Piney,1,2,2,2017-05-23,5,C2,PCIN,35.5,68,0.73,N,,NA,0,,NA,M,S,N,XYOB,NA,XYOB,NA,sex,XYOB,Changed sex from U to M,NH,NA
47,3,Piney,1,2,2,2017-05-23,5,E4,PCIN,41,74,1.04,N,,NA,0,,8,F,S,N,XYOY,NA,XYOY,NA,NA,XYOY,NA,NA,NA
51,3,Piney,1,2,2,2017-05-23,5,A6,PCIN,39,79,1.01,N,,NA,0,,NA,U,S,N,XYYO,NA,XYYO,NA,NA,XYYO,NA,NA,NA
50,3,Piney,1,2,2,2017-05-23,5,C6,PCIN,24.5,43,0.26,N,,NA,0,,NA,U,S,N,XYYR,NA,XYYR,NA,NA,XYYR,NA,NA,NA
52,3,Piney,1,2,2,2017-05-23,5,E3,PCIN,40,70.5,0.87,N,,NA,0,,NA,M,S,R,YBXR,NA,YBXR,"LIGHT TESTES, ORIGINAL MARK XXXR",NA,YBXR,NA,NA,NA
62,4,Piney,1,3,3,2017-05-29,1,E0,PCIN,38.5,73,0.78,Y,,NA,0,,NA,U,S,N,BBBB,NA,BBBB,NA,NA,BBBB,NA,NA,NA
64,4,Piney,1,3,3,2017-05-29,1,C6,PCIN,41,75,0.86,N,,NA,0,,NA,U,S,N,BBBO,NA,OOBO,NA,"Mark, Sex",OOBO,NA,NA,NA
63,4,Piney,1,3,3,2017-05-29,1,B5,PCIN,39,63,0.66,Y,,NA,0,,NA,M,S,R,RRRX,NA,RRRX,CLUBFEET,NA,RRRX,NA,NA,NA
65,4,Piney,1,3,3,2017-05-29,1,E8,PCIN,42.5,65.5,0.92,Y,,NA,0,,NA,M,S,R,RRXR,NA,RRXR,SMALL AMOUT OF RED IN TIP OF TAIL,NA,RRXR,NA,NA,NA
66,4,Piney,1,3,3,2017-05-29,2,A5,PCIN,37.5,61,0.67,Y,,NA,0,,NA,F,S,N,BBBB,NA,BBBB,NA,Sex,BBBB,Changed sex from U to F,NH,NA
67,4,Piney,1,3,3,2017-05-29,2,C3,PCIN,31.5,49.5,0.4,Y,,NA,0,,NA,U,S,N,BBBO,NA,BBBO,NA,NA,BBBO,NA,NA,NA
70,4,Piney,1,3,3,2017-05-29,3,E1,PCIN,35,64,0.89,Y,,NA,0,,NA,F,S,N,BBBB,NA,BBBB,NA,sex,BBBB,Changed sex from U to F,NH,NA
71,4,Piney,1,3,3,2017-05-29,3,C0,PCIN,41.5,68,0.87,Y,,CIRRI,1,,NA,M,S,N,BBBO,NA,BBBO,NA,NA,BBBO,NA,NA,NA
72,4,Piney,1,3,3,2017-05-29,3,C1,PCIN,38.5,60.5,0.75,Y,,CIRRI,1,,NA,M,S,N,BBBR,NA,BBBR,NA,NA,BBBR,NA,NA,NA
73,4,Piney,1,3,3,2017-05-29,3,C3,PCIN,43.5,80,1.18,N,,CIRRI,1,,NA,M,S,N,BBBX,NA,BBBX,NA,NA,BBBX,NA,NA,NA
74,4,Piney,1,3,3,2017-05-29,3,C4,PCIN,35,67,0.58,N,,NA,0,,NA,U,S,N,BBBY,NA,BBBY,NA,NA,BBBY,NA,NA,NA
75,4,Piney,1,3,3,2017-05-29,3,C5,PCIN,42,78,1.01,Y,,NA,0,,NA,M,S,N,BBOB,NA,BBOB,NA,NA,BBOB,NA,NA,NA
76,4,Piney,1,3,3,2017-05-29,3,A8,PCIN,37,69,0.69,N,,NA,0,,NA,U,S,N,BBOO,NA,BBOO,NA,NA,BBOO,NA,NA,NA
80,4,Piney,1,3,3,2017-05-29,4,E8,PCIN,42,77,0.8,N,,NA,0,,NA,F,S,N,BBBB,NA,BBBB,NA,sex,BBBB,Changed from U to F,NH,NA
77,4,Piney,1,3,3,2017-05-29,4,A3,PCIN,41,76.5,0.83,N,,CIRRI,1,,NA,M,S,R,XXXY,NA,XXXY,NA,NA,XXXY,NA,NA,NA
68,4,Piney,1,3,3,2017-05-29,5,A1,PCIN,44,75,0.77,N,,NA,0,,NA,M,S,R,XXXR,NA,XXXR,NA,NA,XXXR,NA,NA,NA
81,5,Piney,2,1,4,2017-09-21,1,A1,PCIN,31.3,59.7,0.55,N,,NA,0,,NA,U,S,N,BBBO,NA,BBBO,NA,NA,BBBO,NA,NA,NA
83,5,Piney,2,1,4,2017-09-21,1,A5,PCIN,46.9,90,1.48,N,,NA,0,,11,F,S,N,BBBR,NA,BBBR,NA,NA,BBBR,NA,NA,NA
84,5,Piney,2,1,4,2017-09-21,1,A9,PCIN,39.2,70,0.7,N,,NA,0,,NA,F,S,N,BBBX,NA,BBBX,NA,NA,BBBX,NA,NA,NA
95,5,Piney,2,1,4,2017-09-21,1,C7,PCIN,30.7,81.9,0.96,N,,NA,0,,NA,F,S,R,OOBO,NA,OOBO,Original mark BBBO?,Cirri,OOBO,Deleted CIRRI,NH,NA
96,5,Piney,2,1,4,2017-09-21,1,C9,PCIN,40.6,75.1,1.09,Y,,NA,0,,NA,F,S,N,OOOB,NA,OOOB,NA,NA,OOOB,NA,NA,NA
85,5,Piney,2,1,4,2017-09-21,1,B6,PCIN,41.4,72,1.01,N,,NA,0,,NA,M,S,N,OOOO,NA,OOOO,NA,NA,OOOO,NA,NA,NA
86,5,Piney,2,1,4,2017-09-21,1,C0,PCIN,43.8,88.3,1.19,N,,NA,0,,NA,F,S,N,OOOR,NA,OOOR,NA,NA,OOOR,NA,NA,NA
88,5,Piney,2,1,4,2017-09-21,1,C1,PCIN,41,83.2,1.12,N,,NA,0,,NA,F,S,N,OOOX,NA,OOOX,NA,NA,OOOX,NA,NA,NA
92,5,Piney,2,1,4,2017-09-21,1,C4,PCIN,38.5,45.1,0.5,Y,,NA,0,,NA,F,S,N,OOOY,NA,OOOY,NA,NA,OOOY,NA,NA,NA
98,5,Piney,2,1,4,2017-09-21,1,D3,PCIN,30.4,60,0.52,N,,NA,0,,NA,U,S,N,OORR,NA,OORR,NA,Sex,OORR,Changed sex from F to U,NH,NA
101,5,Piney,2,1,4,2017-09-21,1,D8,PCIN,38.8,69,0.6,N,,NA,0,,NA,F,S,N,OORX,NA,OORX,no lUI eye,Sex,OORX,Changed sex from M to F,NH,NA
102,5,Piney,2,1,4,2017-09-21,1,D9,PCIN,37.9,71.9,0.77,N,,CIRRI,1,,NA,M,S,N,OORY,NA,OORY,NA,NA,OORY,NA,NA,NA
104,5,Piney,2,1,4,2017-09-21,1,D9,PCIN,41.2,85.5,0.9,N,,NA,0,,NA,F,S,N,OOXB,NA,OOXB,has eggs - small,NA,OOXB,NA,NA,NA
82,5,Piney,2,1,4,2017-09-21,1,A4,PCIN,39.3,66.8,0.81,N,,NA,0,,NA,M,S,R,RRRR,NA,RRRR,NA,Mark,RRRX,Changed mark to RRRX,NH,NA
100,5,Piney,2,1,4,2017-09-21,1,D7,PCIN,40.6,68.9,0.7,N,,CIRRI,1,,NA,M,S,R,RRXR,NA,RRXR,"recap labeled ""Y"" - assumed to mean yes",NA,RRXR,NA,NA,NA
87,5,Piney,2,1,4,2017-09-21,1,C2,PCIN,40.7,77.5,0.89,N,,CIRRI,1,,NA,M,S,R,RRXX,RRXY,RRXY,Original Mark RRXRXX; Yellow mark added,Mark,RRXY,Kept mark,NH,NA
107,5,Piney,2,1,4,2017-09-21,2,C4,PCIN,41.9,64.7,0.82,Y,,NA,0,,NA,F,S,N,OOOO,NA,OOOO,NA,NA,OOOO,NA,NA,NA
109,5,Piney,2,1,4,2017-09-21,2,C4,PCIN,38.6,81.5,0.83,N,,CIRRI,1,,NA,M,S,N,OOOR,NA,OOOR,NA,NA,OOOR,NA,NA,NA
108,5,Piney,2,1,4,2017-09-21,2,A7,PCIN,40.8,71.7,0.8,Y,,NA,0,,NA,M,S,N,OOOX,NA,OOOX,NA,NA,OOOX,NA,NA,NA
111,5,Piney,2,1,4,2017-09-21,2,B7,PCIN,37,63.6,0.93,Y,,NA,0,,7,F,S,N,OOOY,NA,OOOY,NA,NA,OOOY,NA,NA,NA
113,6,Piney,2,1,4,2017-09-21,2,C1,PCIN,39.5,68.2,0.94,N,,NA,0,,7,F,S,N,OORB,NA,OORB,NA,NA,OORB,NA,NA,NA
114,6,Piney,2,1,4,2017-09-21,2,E9,PCIN,40.2,71.9,0.72,N,,NA,0,,NA,M,S,N,OORO,NA,OORO,NA,NA,OORO,NA,NA,NA
116,6,Piney,2,1,4,2017-09-21,2,E5,PCIN,37.1,74.6,0.9,N,,NA,0,,NA,F,S,N,OORR,NA,OORR,NA,NA,OORR,NA,NA,NA
117,6,Piney,2,1,4,2017-09-21,2,A6,PCIN,38.1,72.8,0.76,N,,NA,0,,NA,F,S,N,OORX,NA,OORX,NA,NA,OORX,NA,NA,NA
118,6,Piney,2,1,4,2017-09-21,2,E1,PCIN,40.8,80,1.04,Y,,NA,0,,NA,F,S,N,OORY,NA,OORY,NA,NA,OORY,NA,NA,NA
136,6,Piney,2,1,4,2017-09-22,3,C1,PCIN,41,71.4,0.77,N,,CIRRI,1,,NA,M,S,R,BBBR,BBBR,BBBR,"recap of BBBR; marked over previous marks - YXYX, so - BY B BY R",NA,BBBR,NA,NA,NA
124,6,Piney,2,1,4,2017-09-22,3,D6,PCIN,37.1,50.7,0.68,Y,,NA,0,,NA,F,S,N,NA,NA,NA,found dead; estimated SVL; eggs seen outside cloaca,NA,NA,NA,NA,NA
142,6,Piney,2,1,4,2017-09-22,3,E6,PCIN,37,70.6,0.76,N,,NA,0,,NA,F,S,N,OOOO,OOOO,OOOO,NA,NA,OOOO,NA,NA,NA
141,6,Piney,2,1,4,2017-09-22,3,E5,PCIN,40.7,72,0.82,Y,,NA,0,,NA,F,S,N,OOOX,OOOX,OOOX,NA,NA,OOOX,NA,NA,NA
121,6,Piney,2,1,4,2017-09-22,3,D4,PCIN,40.6,73.7,0.9,N,,NA,0,,NA,M,S,N,OOOY,OOOY,OOOY,extra marks on sides/large tags,NA,OOOY,NA,NA,NA
137,6,Piney,2,1,4,2017-09-22,3,C9,PCIN,41.8,77.8,0.81,N,,CIRRI,1,,NA,M,S,N,OXXO,OXXO,OXXO,NA,NA,OXXO,NA,NA,NA
133,6,Piney,2,1,4,2017-09-22,3,A5,PCIN,39.6,78.3,0.84,N,,NA,0,,NA,M,S,N,XRRR,XRRR,XRRR,NA,NA,XRRR,NA,NA,NA
131,6,Piney,2,1,4,2017-09-22,3,A5,PCIN,40.1,70.5,0.78,N,,NA,0,,7,F,S,N,XXYR,XXYR,XXYR,NA,NA,XXYR,NA,NA,NA
127,6,Piney,2,1,4,2017-09-22,3,D0,PCIN,41.1,80.8,0.87,N,,NA,0,,NA,F,S,N,YYXX,YYXX,YYXX,tiny cirri?,Sex,YYXX,Changed sex from M to F,NH,NA
176,8,Piney,2,1,4,2017-09-24,4,E8,PCIN,42.3,76.9,0.73,Y,,NA,0,,8,F,S,R,BBXB,BBXB,BBBB,3rd mark not seen on side,NA,BBBB,NA,NA,NA
167,7,Piney,2,1,4,2017-09-24,4,B9,PCIN,32.6,64.3,0.47,Y,,NA,0,,NA,U,S,N,OOOX,OOOX,OOOX,NA,NA,OOOX,NA,NA,NA
157,7,Piney,2,1,4,2017-09-24,4,B0,PCIN,41.9,74.3,0.96,Y,,NA,0,,9,F,S,N,OORX,OORX,OORX,NA,NA,OORX,NA,NA,NA
178,8,Piney,2,1,4,2017-09-24,4,E4,PCIN,39.3,65.8,0.57,Y,,NA,0,,NA,F,S,N,OOXO,OOXO,OOXO,NA,NA,OOXO,NA,NA,NA
177,8,Piney,2,1,4,2017-09-24,4,E5,PCIN,41.5,83.4,0.87,N,,CIRRI,1,,NA,M,S,N,OOXR,OOXR,OOXR,NA,NA,OOXR,NA,NA,NA
156,7,Piney,2,1,4,2017-09-24,4,A8,PCIN,37.1,71.1,0.68,N,,CIRRI,1,,NA,M,S,N,OOXX,OOXX,OOXX,NA,NA,OOXX,NA,NA,NA
148,7,Piney,2,1,4,2017-09-24,4,A7,PCIN,36.1,67.1,0.64,N,,NA,0,,NA,U,S,N,OOXY,OOXY,OOXY,NA,NA,OOXY,NA,NA,NA
169,7,Piney,2,1,4,2017-09-24,4,A0,PCIN,40.2,67.8,0.8,Y,,NA,0,,8,F,S,N,OOYX,OOYX,OOYX,NA,NA,OOYX,NA,NA,NA
164,7,Piney,2,1,4,2017-09-24,4,D6,PCIN,33.2,58,0.44,N,,NA,0,,NA,U,S,N,OXOX,OXOX,OXOX,NA,NA,OXOX,NA,NA,NA
161,7,Piney,2,1,4,2017-09-24,4,B7,PCIN,40.1,75.4,0.73,N,,CIRRI,1,,NA,M,S,N,RXYX,RXYX,RXYX,NA,NA,RXYX,NA,NA,NA
166,7,Piney,2,1,4,2017-09-24,4,C5,PCIN,33.9,61,0.5,N,,NA,0,,NA,U,S,N,XRXO,XRXO,XRXO,NA,NA,XRXO,NA,NA,NA
149,7,Piney,2,1,4,2017-09-24,4,B2,PCIN,39.7,70.8,0.72,N,,NA,0,,6,F,L,R,XXXO,XXXO,XXXO,P. Hoffmani?,Morph,XXXO,Changed morph to L,NH,NA
154,7,Piney,2,1,4,2017-09-24,4,B5,PCIN,40.1,79.8,0.92,Y,,CIRRI,1,,NA,M,S,R,XXXY,XXXY,XXXY,NA,NA,XXXY,NA,NA,NA
155,7,Piney,2,1,4,2017-09-24,4,C2,PCIN,43.7,79.3,0.94,N,,NA,0,,NA,F,S,N,XYXY,XYXY,XYXY,NA,NA,XYXY,NA,NA,NA
168,7,Piney,2,1,4,2017-09-24,4,E9,PCIN,46.7,82.8,0.99,N,,NA,0,,9,F,S,N,XYYY,XYYY,XYYY,NA,NA,XYYY,NA,NA,NA
173,7,Piney,2,1,4,2017-09-24,4,C6,PCIN,34,62.4,0.49,N,,NA,0,,NA,U,S,R,YOXX,YOXX,YOYX,NA,Mark/Recap,YOYX,NA,NA,NA
170,7,Piney,2,1,4,2017-09-24,4,D7,PCIN,44.4,80.2,0.8,N,,NA,0,,8,F,S,N,YRXX,YRXX,YRXX,NA,NA,YRXX,NA,NA,NA
150,7,Piney,2,1,4,2017-09-24,4,D1,PCIN,40.8,78.9,0.91,Y,,NA,0,,NA,F,S,N,YRYX,YRYX,YRYX,regurgitated - fly larvae?,NA,YRYX,NA,NA,NA
152,7,Piney,2,1,4,2017-09-24,4,A5,PCIN,34.2,63.2,0.51,Y,,NA,0,,NA,U,S,N,YXRR,YXRR,YXRR,NA,NA,YXRR,NA,NA,NA
175,8,Piney,2,1,4,2017-09-24,4,E3,PCIN,40.5,80.6,0.86,N,,NA,0,,14,F,S,N,YXXR,YXXR,YXXR,NA,NA,YXXR,NA,NA,NA
163,7,Piney,2,1,4,2017-09-24,4,B1,PCIN,35,65.1,0.49,N,,NA,0,,NA,U,S,N,YXXX,YXXX,YXXX,cirri?,sex,YXXX,"Changed from M to U, deleted CIRRI",NH,NA
151,7,Piney,2,1,4,2017-09-24,4,A4,PCIN,38.4,78.8,0.74,N,,NA,0,,6,F,S,N,YYYX,YYYX,YYYX,NA,NA,YYYX,NA,NA,NA
225,9,Piney,2,1,4,2017-09-24,5,C6,PCIN,41,69.8,0.88,Y,,NA,0,,5,F,S,N,BXXR,BXXR,BXXR,NA,NA,BXXR,NA,NA,NA
213,9,Piney,2,1,4,2017-09-24,5,A6,PCIN,11.2,22.7,0.04,N,,NA,0,,NA,U,S,N,NA,NA,NA,too small to mark,NA,NA,NA,NA,NA
216,9,Piney,2,1,4,2017-09-24,5,B4,PCIN,11.8,26.5,0.04,N,,NA,0,,NA,U,S,N,NA,NA,NA,too small to mark,NA,NA,NA,NA,NA
222,9,Piney,2,1,4,2017-09-24,5,E1,PCIN,32.2,58.5,0.57,Y,,NA,0,,NA,U,S,N,OXOX,OXOX,OXOX,NA,NA,OXOX,NA,NA,NA
224,9,Piney,2,1,4,2017-09-24,5,E4,PCIN,37.7,74,0.84,N,,NA,0,,5,F,S,N,XXYY,XXYY,XXYY,yellow spread,NA,XXYY,NA,NA,NA
215,9,Piney,2,1,4,2017-09-24,5,D8,PCIN,43.6,87.4,0.94,N,,NA,0,,14,F,S,N,YXXR,YXXR,YXXR,NA,NA,YXXR,NA,NA,NA
189,8,Piney,2,1,2,2017-09-24,6,C8,PCIN,34.4,62.6,0.54,N,,NA,0,,NA,F,S,N,BXRO,BXRO,BXRO,NA,NA,BXRO,NA,NA,NA
182,8,Piney,2,1,2,2017-09-24,6,E9,PCIN,41.8,81.5,1.07,N,,CIRRI,1,,NA,M,S,N,BXYB,BXYB,BXYB,67.4 TL - after tail dropped,NA,BXYB,NA,NA,NA
207,9,Piney,2,1,2,2017-09-24,6,B4,PCIN,39.9,81,1.18,N,,NA,0,,NA,F,S,N,BYBX,BYBX,BYBX,as of 10/22/17 - think it is female,NA,BYBX,NA,NA,NA
184,8,Piney,2,1,2,2017-09-24,6,B9,PCIN,15.4,23.5,0.02,N,,NA,0,,NA,U,S,N,NA,NA,NA,too small to mark,NA,NA,NA,NA,NA
185,8,Piney,2,1,2,2017-09-24,6,D8,PCIN,17.8,26,0.08,Y,,NA,0,,NA,U,S,N,NA,NA,NA,too small to mark - tail dropped TL 22.4,NA,NA,NA,NA,NA
199,8,Piney,2,1,2,2017-09-24,6,C6,PCIN,35.3,63.4,0.76,Y,,CIRRI,1,,NA,M,S,N,NA,NA,NA,no marks given,NA,NA,NA,NA,NA
203,8,Piney,2,1,2,2017-09-24,6,B1,PCIN,34.6,62.5,0.52,N,,NA,0,,NA,U,S,N,OORR,OORR,OORR,NA,NA,OORR,NA,NA,NA
205,9,Piney,2,1,2,2017-09-24,6,C3,PCIN,37.8,64.8,0.8,Y,,NA,0,,NA,F,S,N,RXRR,OYRO,OYRO,was RXRR (OYRO or OYRR); now OYRO,NA,OYRO,NA,NA,NA
198,8,Piney,2,1,2,2017-09-24,6,C5,PCIN,37.2,73.6,0.97,Y,,NA,0,,NA,F,S,N,OYXX,OYXX,OYXX,NA,NA,OYXX,NA,NA,NA
